shift_record_id,production_date,plant_id,line_id,shift_id,planned_output,good_output,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,labor_hours,energy_kwh,oee_estimate,supervisor_id,source_system
SHIFT-20250811-L05-C_Night,2025-08-11,P03,L05,C_Night,12690,10915,340,111,427.73,25.85,45.35,1569.11,0.7912,SUPV-013,MES_SHIFT
SHIFT-20250811-L06-A_Day,2025-08-11,P03,L06,A_Day,32334,30024,879,248,444.45,20.55,42.1,3335.38,0.8875,SUPV-017,MES_SHIFT
SHIFT-20250811-L06-B_Evening,2025-08-11,P03,L06,B_Evening,32139,27586,1146,370,401.65,44.12,47.45,2937.85,0.7414,SUPV-008,MES_SHIFT
SHIFT-20250811-L06-C_Night,2025-08-11,P03,L06,C_Night,23557,20165,862,329,406.74,49.9,47.72,2639.67,0.7488,SUPV-009,MES_SHIFT
SHIFT-20250812-L01-A_Day,2025-08-12,P01,L01,A_Day,11882,11298,192,45,435.29,29.71,39.56,1150.38,0.8901,SUPV-013,MES_SHIFT
SHIFT-20250812-L01-B_Evening,2025-08-12,P01,L01,B_Evening,13889,12691,306,128,437.11,18.03,43.56,1200.46,0.8589,SUPV-002,MES_SHIFT
SHIFT-20250812-L01-C_Night,2025-08-12,P01,L01,C_Night,14641,13180,426,205,411.41,47.96,44.77,1442.29,0.7965,SUPV-010,MES_SHIFT
SHIFT-20250812-L02-A_Day,2025-08-12,P01,L02,A_Day,26361,23641,1125,302,388.19,60.56,43.09,2203.63,0.7487,SUPV-004,MES_SHIFT
SHIFT-20250812-L02-B_Evening,2025-08-12,P01,L02,B_Evening,27444,25296,632,338,443.58,19.93,45.31,3163.61,0.8793,SUPV-007,MES_SHIFT
SHIFT-20250812-L02-C_Night,2025-08-12,P01,L02,C_Night,25297,23539,696,330,391.42,62.92,42.56,2296.68,0.7833,SUPV-006,MES_SHIFT
SHIFT-20250812-L03-A_Day,2025-08-12,P02,L03,A_Day,19792,19300,435,216,375.83,76.65,45.5,2985.58,0.7882,SUPV-011,MES_SHIFT
SHIFT-20250812-L03-B_Evening,2025-08-12,P02,L03,B_Evening,14311,13086,739,230,446.43,0,45.3,1801.18,0.8779,SUPV-002,MES_SHIFT
SHIFT-20250812-L03-C_Night,2025-08-12,P02,L03,C_Night,16589,14673,1025,439,377.17,77.89,41.4,2567.74,0.7174,SUPV-008,MES_SHIFT
SHIFT-20250812-L04-A_Day,2025-08-12,P02,L04,A_Day,9043,8606,222,104,361.45,85.8,42.42,933.27,0.7397,SUPV-014,MES_SHIFT
SHIFT-20250812-L04-B_Evening,2025-08-12,P02,L04,B_Evening,10656,9353,397,124,390.06,57.92,42.51,1076.6,0.7363,SUPV-009,MES_SHIFT
SHIFT-20250812-L04-C_Night,2025-08-12,P02,L04,C_Night,8392,7527,290,90,355.65,84.6,39.13,727.87,0.686,SUPV-013,MES_SHIFT
SHIFT-20250812-L05-A_Day,2025-08-12,P03,L05,A_Day,12759,12268,435,142,418.27,27.53,45.62,2369.48,0.8649,SUPV-003,MES_SHIFT
SHIFT-20250812-L05-B_Evening,2025-08-12,P03,L05,B_Evening,14951,14723,405,109,368.2,68.47,46.37,1852.54,0.7797,SUPV-003,MES_SHIFT
SHIFT-20250812-L05-C_Night,2025-08-12,P03,L05,C_Night,12900,12832,572,223,382.62,42.34,45.3,1966.04,0.8185,SUPV-016,MES_SHIFT
SHIFT-20250812-L06-A_Day,2025-08-12,P03,L06,A_Day,28396,24560,440,217,465,0,38.09,2520.39,0.8649,SUPV-002,MES_SHIFT
SHIFT-20250812-L06-B_Evening,2025-08-12,P03,L06,B_Evening,26223,24284,396,182,406.8,52.87,38.27,2326.24,0.8101,SUPV-002,MES_SHIFT
SHIFT-20250812-L06-C_Night,2025-08-12,P03,L06,C_Night,31265,27640,860,467,440.36,24.64,38.77,3072.32,0.8372,SUPV-014,MES_SHIFT
SHIFT-20250813-L01-A_Day,2025-08-13,P01,L01,A_Day,18411,16690,12,2,420.67,33.44,47.73,1702.59,0.8201,SUPV-017,MES_SHIFT
SHIFT-20250813-L01-B_Evening,2025-08-13,P01,L01,B_Evening,19107,16181,340,79,408.66,38.4,44.5,1676.11,0.7443,SUPV-010,MES_SHIFT
SHIFT-20250813-L01-C_Night,2025-08-13,P01,L01,C_Night,17111,16980,657,339,465,0,42.77,2199.52,0.9923,SUPV-002,MES_SHIFT
SHIFT-20250813-L02-A_Day,2025-08-13,P01,L02,A_Day,27751,24044,1076,552,396.69,65.26,38.73,2622.34,0.7391,SUPV-002,MES_SHIFT
SHIFT-20250813-L02-B_Evening,2025-08-13,P01,L02,B_Evening,23684,19971,661,294,354.04,81.03,40.21,1927.93,0.642,SUPV-013,MES_SHIFT
SHIFT-20250813-L02-C_Night,2025-08-13,P01,L02,C_Night,21408,21011,818,254,383.58,59.94,41.82,2182.4,0.8096,SUPV-003,MES_SHIFT
SHIFT-20250813-L03-A_Day,2025-08-13,P02,L03,A_Day,18720,18973,275,68,381.61,75.6,39.83,2749.73,0.8318,SUPV-015,MES_SHIFT
SHIFT-20250813-L03-B_Evening,2025-08-13,P02,L03,B_Evening,18915,16288,273,126,404.38,60.62,47.89,2093.99,0.7489,SUPV-008,MES_SHIFT
SHIFT-20250813-L03-C_Night,2025-08-13,P02,L03,C_Night,19071,18263,352,113,389.49,50.86,43.6,2325.63,0.8021,SUPV-018,MES_SHIFT
SHIFT-20250813-L04-A_Day,2025-08-13,P02,L04,A_Day,10138,8429,409,220,394.45,57.73,39.8,954.71,0.7053,SUPV-003,MES_SHIFT
SHIFT-20250813-L04-B_Evening,2025-08-13,P02,L04,B_Evening,10882,10423,387,130,410.63,23.21,41.43,1721.57,0.8458,SUPV-002,MES_SHIFT
SHIFT-20250813-L04-C_Night,2025-08-13,P02,L04,C_Night,12793,11660,147,63,463.27,0,44.07,1048.28,0.9081,SUPV-004,MES_SHIFT
SHIFT-20250813-L05-A_Day,2025-08-13,P03,L05,A_Day,11732,10426,262,56,394.96,55.94,38.37,1284.3,0.7548,SUPV-018,MES_SHIFT
SHIFT-20250813-L05-B_Evening,2025-08-13,P03,L05,B_Evening,14039,11973,689,310,377.57,65.93,47.26,1564.19,0.6925,SUPV-015,MES_SHIFT
SHIFT-20250813-L05-C_Night,2025-08-13,P03,L05,C_Night,11798,10791,498,181,445.3,0,39.5,1260.23,0.8759,SUPV-011,MES_SHIFT
SHIFT-20250813-L06-A_Day,2025-08-13,P03,L06,A_Day,29701,25596,997,401,458.66,0,47.09,3048.47,0.85,SUPV-017,MES_SHIFT
SHIFT-20250813-L06-B_Evening,2025-08-13,P03,L06,B_Evening,34102,31159,1466,453,409.19,49.32,38.95,3103.86,0.804,SUPV-001,MES_SHIFT
SHIFT-20250813-L06-C_Night,2025-08-13,P03,L06,C_Night,23890,21482,923,481,392.44,60.06,39.7,2518.04,0.7589,SUPV-012,MES_SHIFT
SHIFT-20250814-L01-A_Day,2025-08-14,P01,L01,A_Day,13747,13601,447,137,442.6,13.28,41.39,1416.54,0.9417,SUPV-008,MES_SHIFT
SHIFT-20250814-L01-B_Evening,2025-08-14,P01,L01,B_Evening,19748,18843,364,82,390.85,59.29,41.82,1760.11,0.802,SUPV-008,MES_SHIFT
SHIFT-20250814-L01-C_Night,2025-08-14,P01,L01,C_Night,18888,15072,1021,333,330.75,114.4,38.16,1853.47,0.5676,SUPV-009,MES_SHIFT
SHIFT-20250814-L02-A_Day,2025-08-14,P01,L02,A_Day,30000,29266,917,382,438.29,18.5,42.13,4131.8,0.9195,SUPV-009,MES_SHIFT
SHIFT-20250814-L02-B_Evening,2025-08-14,P01,L02,B_Evening,29773,26742,796,328,407.15,46.95,45.29,3232.03,0.7865,SUPV-007,MES_SHIFT
SHIFT-20250814-L02-C_Night,2025-08-14,P01,L02,C_Night,29393,26426,974,296,428.3,30.46,44.42,4069.18,0.8281,SUPV-002,MES_SHIFT
SHIFT-20250814-L03-A_Day,2025-08-14,P02,L03,A_Day,17649,16277,357,77,385.31,54.92,43.9,2411.97,0.7642,SUPV-008,MES_SHIFT
SHIFT-20250814-L03-B_Evening,2025-08-14,P02,L03,B_Evening,16164,14660,481,219,424.6,37.4,44.96,2202.21,0.8282,SUPV-007,MES_SHIFT
SHIFT-20250814-L03-C_Night,2025-08-14,P02,L03,C_Night,11382,10075,557,268,417.49,25.16,41.05,1334.34,0.7947,SUPV-003,MES_SHIFT
SHIFT-20250814-L04-A_Day,2025-08-14,P02,L04,A_Day,11340,9379,449,238,376.13,69.96,47.28,1295.67,0.669,SUPV-006,MES_SHIFT
SHIFT-20250814-L04-B_Evening,2025-08-14,P02,L04,B_Evening,10934,9913,243,52,414.63,36.67,42.94,1264.66,0.8084,SUPV-005,MES_SHIFT
SHIFT-20250814-L04-C_Night,2025-08-14,P02,L04,C_Night,12100,10938,459,152,371.37,93.63,45.38,1692.8,0.722,SUPV-011,MES_SHIFT
SHIFT-20250814-L05-A_Day,2025-08-14,P03,L05,A_Day,10319,9727,244,121,419.23,36.11,46.43,1180.25,0.8499,SUPV-018,MES_SHIFT
SHIFT-20250814-L05-B_Evening,2025-08-14,P03,L05,B_Evening,14627,12849,513,234,437.98,16.27,39.52,1427.26,0.8274,SUPV-005,MES_SHIFT
SHIFT-20250814-L05-C_Night,2025-08-14,P03,L05,C_Night,10972,10852,372,163,424.74,21.59,38.65,1261.3,0.9034,SUPV-007,MES_SHIFT
SHIFT-20250814-L06-A_Day,2025-08-14,P03,L06,A_Day,27872,25355,946,432,404.63,49.18,42.35,3525.11,0.7916,SUPV-001,MES_SHIFT
SHIFT-20250814-L06-B_Evening,2025-08-14,P03,L06,B_Evening,28607,25774,807,237,420.27,31.46,44.71,4487.93,0.8143,SUPV-004,MES_SHIFT
SHIFT-20250814-L06-C_Night,2025-08-14,P03,L06,C_Night,24920,20831,738,326,430.15,13.56,39.83,2839.8,0.7733,SUPV-003,MES_SHIFT
SHIFT-20250815-L01-A_Day,2025-08-15,P01,L01,A_Day,19473,18380,307,86,446.22,4.42,47.42,2014.47,0.9057,SUPV-018,MES_SHIFT
SHIFT-20250815-L01-B_Evening,2025-08-15,P01,L01,B_Evening,23531,22876,268,93,309.38,128.3,38.1,2519.71,0.6468,SUPV-017,MES_SHIFT
SHIFT-20250815-L01-C_Night,2025-08-15,P01,L01,C_Night,20552,20426,323,138,385.36,53.94,44.73,2057.84,0.8237,SUPV-010,MES_SHIFT
SHIFT-20250815-L02-A_Day,2025-08-15,P01,L02,A_Day,26254,23424,756,321,386.04,61.23,39.0,3512.8,0.7407,SUPV-016,MES_SHIFT
SHIFT-20250815-L02-B_Evening,2025-08-15,P01,L02,B_Evening,27236,26885,0,0,414.4,34.02,44.81,2449.79,0.8797,SUPV-012,MES_SHIFT
SHIFT-20250815-L02-C_Night,2025-08-15,P01,L02,C_Night,26996,22352,1112,494,406.57,50.33,44.73,2647.36,0.7239,SUPV-013,MES_SHIFT
SHIFT-20250815-L03-A_Day,2025-08-15,P02,L03,A_Day,14475,12672,556,194,415.72,20.85,41.99,1588.08,0.7827,SUPV-018,MES_SHIFT
SHIFT-20250815-L03-B_Evening,2025-08-15,P02,L03,B_Evening,12893,12404,402,136,402.27,49.53,46.27,1701.81,0.8323,SUPV-008,MES_SHIFT
SHIFT-20250815-L03-C_Night,2025-08-15,P02,L03,C_Night,16702,16558,440,115,395.0,56.92,40.58,2444.52,0.8421,SUPV-009,MES_SHIFT
SHIFT-20250815-L04-A_Day,2025-08-15,P02,L04,A_Day,11751,11111,65,34,450.95,0,44.0,869.34,0.917,SUPV-007,MES_SHIFT
SHIFT-20250815-L04-B_Evening,2025-08-15,P02,L04,B_Evening,13697,13555,357,82,412.81,48.04,42.48,1780.11,0.8786,SUPV-009,MES_SHIFT
SHIFT-20250815-L04-C_Night,2025-08-15,P02,L04,C_Night,13745,11367,644,313,387.56,70.95,47.01,1947.2,0.6893,SUPV-002,MES_SHIFT
SHIFT-20250815-L05-A_Day,2025-08-15,P03,L05,A_Day,12703,11038,457,172,431.0,0,38.03,1334.49,0.8054,SUPV-012,MES_SHIFT
SHIFT-20250815-L05-B_Evening,2025-08-15,P03,L05,B_Evening,15067,15062,359,172,395.47,58.37,42.83,1717.89,0.8502,SUPV-005,MES_SHIFT
SHIFT-20250815-L05-C_Night,2025-08-15,P03,L05,C_Night,14185,13646,503,131,414.75,34.55,44.87,1929.2,0.858,SUPV-006,MES_SHIFT
SHIFT-20250815-L06-A_Day,2025-08-15,P03,L06,A_Day,23326,20141,248,72,396.35,48.35,40.93,2432.7,0.736,SUPV-012,MES_SHIFT
SHIFT-20250815-L06-B_Evening,2025-08-15,P03,L06,B_Evening,26807,24448,531,221,406.07,58.93,42.45,2606.84,0.7964,SUPV-016,MES_SHIFT
SHIFT-20250815-L06-C_Night,2025-08-15,P03,L06,C_Night,21096,19002,1306,495,362.96,85.18,38.49,2051.82,0.7031,SUPV-006,MES_SHIFT
SHIFT-20250816-L01-B_Evening,2025-08-16,P01,L01,B_Evening,10459,9575,284,100,413.84,33.68,40.31,1309.26,0.8147,SUPV-003,MES_SHIFT
SHIFT-20250816-L02-B_Evening,2025-08-16,P01,L02,B_Evening,24129,21811,520,192,391.69,59.14,40.48,2308.09,0.7614,SUPV-017,MES_SHIFT
SHIFT-20250816-L02-C_Night,2025-08-16,P01,L02,C_Night,16115,14880,422,216,425.99,11.77,44.84,1725.26,0.8459,SUPV-013,MES_SHIFT
SHIFT-20250816-L03-A_Day,2025-08-16,P02,L03,A_Day,9310,7962,218,56,423.49,22.81,44.01,899.33,0.7789,SUPV-012,MES_SHIFT
SHIFT-20250816-L03-C_Night,2025-08-16,P02,L03,C_Night,9987,8294,369,189,421.04,31.04,40.59,1077.21,0.752,SUPV-011,MES_SHIFT
SHIFT-20250816-L04-A_Day,2025-08-16,P02,L04,A_Day,6497,6238,262,88,396.13,33.05,38.98,856.88,0.8179,SUPV-007,MES_SHIFT
SHIFT-20250816-L04-B_Evening,2025-08-16,P02,L04,B_Evening,7608,7524,250,82,370.58,74.52,43.09,873.07,0.7881,SUPV-010,MES_SHIFT
SHIFT-20250816-L04-C_Night,2025-08-16,P02,L04,C_Night,6022,5415,175,90,364.41,92.86,40.32,689.82,0.7047,SUPV-007,MES_SHIFT
SHIFT-20250816-L05-A_Day,2025-08-16,P03,L05,A_Day,12797,11562,254,81,381.65,60.94,38.73,1269.34,0.7415,SUPV-004,MES_SHIFT
SHIFT-20250816-L05-C_Night,2025-08-16,P03,L05,C_Night,10491,9644,264,142,411.3,35.01,41.06,881.48,0.8131,SUPV-007,MES_SHIFT
SHIFT-20250816-L06-B_Evening,2025-08-16,P03,L06,B_Evening,18523,15916,489,170,439.65,17.52,45.74,1566.91,0.8124,SUPV-005,MES_SHIFT
SHIFT-20250817-L02-B_Evening,2025-08-17,P01,L02,B_Evening,14647,13559,166,85,440.04,11.7,45.24,1081.08,0.876,SUPV-013,MES_SHIFT
SHIFT-20250817-L02-C_Night,2025-08-17,P01,L02,C_Night,17731,15973,387,150,440.97,10.45,47.77,2760.86,0.8543,SUPV-006,MES_SHIFT
SHIFT-20250817-L03-B_Evening,2025-08-17,P02,L03,B_Evening,11990,11484,515,269,376.88,80.31,38.34,1249.95,0.7763,SUPV-013,MES_SHIFT
SHIFT-20250817-L03-C_Night,2025-08-17,P02,L03,C_Night,12316,11903,457,232,429.74,9.11,40.75,1043.15,0.8932,SUPV-007,MES_SHIFT
SHIFT-20250817-L04-A_Day,2025-08-17,P02,L04,A_Day,7769,7666,264,107,411.96,38.74,41.82,915.84,0.8742,SUPV-010,MES_SHIFT
SHIFT-20250817-L05-A_Day,2025-08-17,P03,L05,A_Day,9521,8752,288,76,417.42,37.33,41.53,910.04,0.8252,SUPV-018,MES_SHIFT
SHIFT-20250817-L05-C_Night,2025-08-17,P03,L05,C_Night,10162,8650,486,259,430.69,9.81,45.88,1167.69,0.7884,SUPV-003,MES_SHIFT
SHIFT-20250817-L06-A_Day,2025-08-17,P03,L06,A_Day,18892,16566,262,67,424.89,37.5,43.54,2096.42,0.8012,SUPV-007,MES_SHIFT
SHIFT-20250817-L06-B_Evening,2025-08-17,P03,L06,B_Evening,17970,17758,504,266,420.57,27.91,42.97,2047.72,0.8938,SUPV-012,MES_SHIFT
SHIFT-20250818-L01-A_Day,2025-08-18,P01,L01,A_Day,15502,14887,525,144,455.79,0,41.91,1652.99,0.9413,SUPV-015,MES_SHIFT
SHIFT-20250818-L01-B_Evening,2025-08-18,P01,L01,B_Evening,15255,15263,124,58,408.14,21.14,42.95,1646.69,0.8782,SUPV-010,MES_SHIFT
SHIFT-20250818-L01-C_Night,2025-08-18,P01,L01,C_Night,18062,15401,270,106,417.15,42.95,44.85,1400.48,0.7649,SUPV-010,MES_SHIFT
SHIFT-20250818-L02-A_Day,2025-08-18,P01,L02,A_Day,25603,22272,176,84,410.47,46.56,43.83,2220.5,0.7679,SUPV-018,MES_SHIFT
SHIFT-20250818-L02-B_Evening,2025-08-18,P01,L02,B_Evening,29486,26212,346,158,436.85,27.29,41.45,2024.57,0.8351,SUPV-013,MES_SHIFT
SHIFT-20250818-L02-C_Night,2025-08-18,P01,L02,C_Night,24048,19825,1267,661,402.09,52.82,38.04,3833.65,0.7129,SUPV-011,MES_SHIFT
SHIFT-20250818-L03-A_Day,2025-08-18,P02,L03,A_Day,21940,19804,62,19,390.91,67.78,39.92,1335.92,0.7588,SUPV-018,MES_SHIFT
SHIFT-20250818-L03-B_Evening,2025-08-18,P02,L03,B_Evening,15770,14512,443,129,347.7,101.76,38.95,986.8,0.6881,SUPV-001,MES_SHIFT
SHIFT-20250818-L03-C_Night,2025-08-18,P02,L03,C_Night,15001,12583,423,155,398.63,38.37,46.98,723.32,0.7191,SUPV-015,MES_SHIFT
SHIFT-20250818-L04-A_Day,2025-08-18,P02,L04,A_Day,8801,8204,334,155,405.33,59.67,46.2,1014.33,0.8125,SUPV-006,MES_SHIFT
SHIFT-20250818-L04-B_Evening,2025-08-18,P02,L04,B_Evening,9094,7749,362,146,416.53,41.65,46.8,1034.91,0.7633,SUPV-005,MES_SHIFT
SHIFT-20250818-L04-C_Night,2025-08-18,P02,L04,C_Night,10215,8712,216,77,458.24,6.76,47.43,1144.35,0.8405,SUPV-012,MES_SHIFT
SHIFT-20250818-L05-A_Day,2025-08-18,P03,L05,A_Day,9576,9093,296,64,454.39,4.63,40.5,801.72,0.9279,SUPV-009,MES_SHIFT
SHIFT-20250818-L05-B_Evening,2025-08-18,P03,L05,B_Evening,9757,8898,273,85,369.11,71.48,40.39,1417.2,0.7239,SUPV-012,MES_SHIFT
SHIFT-20250818-L05-C_Night,2025-08-18,P03,L05,C_Night,9708,8230,235,101,419.69,38.55,41.4,1324.61,0.7651,SUPV-011,MES_SHIFT
SHIFT-20250818-L06-A_Day,2025-08-18,P03,L06,A_Day,22119,19087,204,83,398.36,58.05,38.89,2377.06,0.7393,SUPV-012,MES_SHIFT
SHIFT-20250818-L06-B_Evening,2025-08-18,P03,L06,B_Evening,24374,22277,908,227,376.77,70.94,40.06,3154.69,0.7405,SUPV-018,MES_SHIFT
SHIFT-20250818-L06-C_Night,2025-08-18,P03,L06,C_Night,18440,15586,544,165,438.18,18.4,39.16,2202.61,0.7965,SUPV-012,MES_SHIFT
SHIFT-20250819-L01-A_Day,2025-08-19,P01,L01,A_Day,16354,16136,459,199,375.67,83.41,38.51,1446.5,0.7971,SUPV-013,MES_SHIFT
SHIFT-20250819-L01-B_Evening,2025-08-19,P01,L01,B_Evening,14438,13178,184,66,420.99,35.53,39.14,1142.78,0.8264,SUPV-003,MES_SHIFT
SHIFT-20250819-L01-C_Night,2025-08-19,P01,L01,C_Night,17977,17219,437,186,384.43,72.93,39.6,1610.23,0.7919,SUPV-015,MES_SHIFT
SHIFT-20250819-L02-A_Day,2025-08-19,P01,L02,A_Day,26980,26329,1086,411,445.29,0,47.55,2428.55,0.9345,SUPV-008,MES_SHIFT
SHIFT-20250819-L02-B_Evening,2025-08-19,P01,L02,B_Evening,31802,31191,934,229,395.24,57.23,38.67,2908.79,0.8336,SUPV-017,MES_SHIFT
SHIFT-20250819-L02-C_Night,2025-08-19,P01,L02,C_Night,26335,24780,801,370,415.67,24.81,40.19,2699.11,0.8411,SUPV-003,MES_SHIFT
SHIFT-20250819-L03-A_Day,2025-08-19,P02,L03,A_Day,14626,14624,398,206,390.33,72.3,39.53,1969.78,0.8393,SUPV-010,MES_SHIFT
SHIFT-20250819-L03-B_Evening,2025-08-19,P02,L03,B_Evening,11784,10229,114,38,419.43,35.38,41.96,1116.41,0.783,SUPV-016,MES_SHIFT
SHIFT-20250819-L03-C_Night,2025-08-19,P02,L03,C_Night,13400,11921,542,293,412.11,23.52,38.93,1583.17,0.7884,SUPV-016,MES_SHIFT
SHIFT-20250819-L04-A_Day,2025-08-19,P02,L04,A_Day,13352,11285,577,178,449.72,0,45.56,1728.75,0.8174,SUPV-010,MES_SHIFT
SHIFT-20250819-L04-B_Evening,2025-08-19,P02,L04,B_Evening,11631,9969,69,18,424.18,29.11,46.78,1511.57,0.7819,SUPV-002,MES_SHIFT
SHIFT-20250819-L04-C_Night,2025-08-19,P02,L04,C_Night,12615,11356,381,100,406.27,29.09,43.67,1798.16,0.7865,SUPV-006,MES_SHIFT
SHIFT-20250819-L05-A_Day,2025-08-19,P03,L05,A_Day,12312,10873,393,156,357.69,81.23,40.68,1904.73,0.6793,SUPV-008,MES_SHIFT
SHIFT-20250819-L05-B_Evening,2025-08-19,P03,L05,B_Evening,17179,16135,782,366,397.84,37.21,42.33,2913.08,0.8036,SUPV-015,MES_SHIFT
SHIFT-20250819-L05-C_Night,2025-08-19,P03,L05,C_Night,15785,13767,433,201,382.94,52.85,45.74,1545.89,0.7182,SUPV-017,MES_SHIFT
SHIFT-20250819-L06-A_Day,2025-08-19,P03,L06,A_Day,26744,25369,1477,641,402.33,36.84,38.12,3724.44,0.8207,SUPV-006,MES_SHIFT
SHIFT-20250819-L06-B_Evening,2025-08-19,P03,L06,B_Evening,24667,21253,840,255,424.2,26.73,38.87,3681.51,0.786,SUPV-012,MES_SHIFT
SHIFT-20250819-L06-C_Night,2025-08-19,P03,L06,C_Night,22955,20759,1117,508,390.25,59.45,41.82,3452.67,0.759,SUPV-009,MES_SHIFT
SHIFT-20250820-L01-A_Day,2025-08-20,P01,L01,A_Day,17438,16868,690,338,405.9,46.16,46.6,2515.18,0.8444,SUPV-002,MES_SHIFT
SHIFT-20250820-L01-B_Evening,2025-08-20,P01,L01,B_Evening,17548,15403,129,31,393.16,62.47,41.31,1479.69,0.7422,SUPV-005,MES_SHIFT
SHIFT-20250820-L01-C_Night,2025-08-20,P01,L01,C_Night,15645,15283,806,290,425.42,20.04,45.78,2319.73,0.8937,SUPV-009,MES_SHIFT
SHIFT-20250820-L02-A_Day,2025-08-20,P01,L02,A_Day,26339,24174,681,179,444.3,5.69,45.15,3837.45,0.8769,SUPV-009,MES_SHIFT
SHIFT-20250820-L02-B_Evening,2025-08-20,P01,L02,B_Evening,24255,24182,973,332,436.63,16.47,45.43,3429.78,0.9362,SUPV-013,MES_SHIFT
SHIFT-20250820-L02-C_Night,2025-08-20,P01,L02,C_Night,19164,17112,485,264,397.19,58.51,44.83,2352.46,0.7627,SUPV-005,MES_SHIFT
SHIFT-20250820-L03-A_Day,2025-08-20,P02,L03,A_Day,19308,16635,707,209,344.79,100.55,41.35,1819.49,0.6388,SUPV-018,MES_SHIFT
SHIFT-20250820-L03-B_Evening,2025-08-20,P02,L03,B_Evening,14916,13979,745,274,310.22,126.93,45.3,2337.03,0.6252,SUPV-016,MES_SHIFT
SHIFT-20250820-L03-C_Night,2025-08-20,P02,L03,C_Night,14368,13489,563,205,426.9,27.99,40.04,2130.11,0.8619,SUPV-002,MES_SHIFT
SHIFT-20250820-L04-A_Day,2025-08-20,P02,L04,A_Day,12891,13032,197,39,417.73,36.44,39.85,1432.58,0.9082,SUPV-017,MES_SHIFT
SHIFT-20250820-L04-B_Evening,2025-08-20,P02,L04,B_Evening,13086,12034,551,270,444.6,0.54,43.95,1122.4,0.8793,SUPV-014,MES_SHIFT
SHIFT-20250820-L04-C_Night,2025-08-20,P02,L04,C_Night,10689,9518,498,132,398.8,50.02,40.99,967.96,0.7637,SUPV-011,MES_SHIFT
SHIFT-20250820-L05-A_Day,2025-08-20,P03,L05,A_Day,11446,10058,299,74,411.68,45.25,40.05,1294.85,0.778,SUPV-015,MES_SHIFT
SHIFT-20250820-L05-B_Evening,2025-08-20,P03,L05,B_Evening,11493,10109,62,19,464.84,0,41.84,855.54,0.8793,SUPV-001,MES_SHIFT
SHIFT-20250820-L05-C_Night,2025-08-20,P03,L05,C_Night,9783,8712,407,220,403.47,61.53,38.84,1232.69,0.7727,SUPV-001,MES_SHIFT
SHIFT-20250820-L06-A_Day,2025-08-20,P03,L06,A_Day,32353,32051,1443,291,397.31,47.99,39.36,2685.47,0.8465,SUPV-004,MES_SHIFT
SHIFT-20250820-L06-B_Evening,2025-08-20,P03,L06,B_Evening,30625,26230,351,114,350.18,73.55,43.54,3423.9,0.645,SUPV-012,MES_SHIFT
SHIFT-20250820-L06-C_Night,2025-08-20,P03,L06,C_Night,21219,18266,448,221,380.13,64.26,47.98,1977.06,0.7037,SUPV-009,MES_SHIFT
SHIFT-20250821-L01-A_Day,2025-08-21,P01,L01,A_Day,19694,17018,706,171,419.59,29.18,46.55,2337.33,0.7797,SUPV-002,MES_SHIFT
SHIFT-20250821-L01-B_Evening,2025-08-21,P01,L01,B_Evening,21051,19879,865,436,415.67,31.96,47.93,2746.18,0.8441,SUPV-010,MES_SHIFT
SHIFT-20250821-L01-C_Night,2025-08-21,P01,L01,C_Night,20051,18466,951,471,430.02,18.34,39.04,2820.43,0.8517,SUPV-011,MES_SHIFT
SHIFT-20250821-L02-A_Day,2025-08-21,P01,L02,A_Day,21598,18261,631,343,384.72,69.02,43.56,2096.94,0.6995,SUPV-018,MES_SHIFT
SHIFT-20250821-L02-B_Evening,2025-08-21,P01,L02,B_Evening,21182,19843,794,379,398.46,40.34,39.52,2643.96,0.8027,SUPV-014,MES_SHIFT
SHIFT-20250821-L02-C_Night,2025-08-21,P01,L02,C_Night,20203,19542,918,382,418.65,33.14,44.06,2446.83,0.8709,SUPV-015,MES_SHIFT
SHIFT-20250821-L03-A_Day,2025-08-21,P02,L03,A_Day,15041,15067,62,23,457.6,4.85,39.55,1766.27,0.9858,SUPV-005,MES_SHIFT
SHIFT-20250821-L03-B_Evening,2025-08-21,P02,L03,B_Evening,21476,19659,465,137,450.28,0,47.56,2721.61,0.8864,SUPV-014,MES_SHIFT
SHIFT-20250821-L03-C_Night,2025-08-21,P02,L03,C_Night,19721,17910,939,333,423.83,35.83,39.55,2016.54,0.8278,SUPV-018,MES_SHIFT
SHIFT-20250821-L04-A_Day,2025-08-21,P02,L04,A_Day,10872,9546,251,82,414.25,32.84,43.96,963.62,0.7822,SUPV-007,MES_SHIFT
SHIFT-20250821-L04-B_Evening,2025-08-21,P02,L04,B_Evening,11772,11164,285,94,428.77,36.23,46.06,1178.04,0.8745,SUPV-009,MES_SHIFT
SHIFT-20250821-L04-C_Night,2025-08-21,P02,L04,C_Night,9196,8789,509,175,393.88,60.41,39.29,1031.17,0.8096,SUPV-008,MES_SHIFT
SHIFT-20250821-L05-A_Day,2025-08-21,P03,L05,A_Day,11895,11657,111,53,398.29,55.88,43.13,1093.03,0.8394,SUPV-011,MES_SHIFT
SHIFT-20250821-L05-B_Evening,2025-08-21,P03,L05,B_Evening,11372,9759,353,85,434.72,30.28,45.48,1400.52,0.8023,SUPV-011,MES_SHIFT
