work_order_id,sales_order_id,plant_id,line_id,product_id,planned_start_datetime,planned_end_datetime,actual_start_datetime,actual_end_datetime,planned_quantity,actual_quantity,rejected_quantity,rework_quantity,work_order_status,priority_level,operator_team_id,source_system,load_timestamp
WO-000122,,P03,L05,PRD-044,2025-08-08 01:00:00,2025-08-08 08:45:00,2025-08-08 00:45:00,2025-08-08 09:18:00,10450,9196,272,91,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000123,SO-002638,P03,L06,PRD-042,2025-08-08 07:00:00,2025-08-08 14:45:00,2025-08-08 07:46:00,2025-08-08 16:04:00,21271,21527,392,111,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000124,SO-003868,P03,L06,PRD-042,2025-08-08 21:00:00,2025-08-09 04:45:00,2025-08-08 20:45:00,2025-08-09 05:38:00,20541,19498,406,178,completed,urgent,TEAM-C,MES,2026-07-09 13:20:34
WO-000125,SO-000337,P03,L06,PRD-042,2025-08-08 06:00:00,2025-08-08 13:45:00,2025-08-08 05:45:00,2025-08-08 14:32:00,23896,23045,1069,394,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000126,SO-002133,P01,L01,PRD-060,2025-08-09 12:00:00,2025-08-09 19:45:00,2025-08-09 12:06:00,2025-08-09 21:14:00,9774,9466,336,167,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000127,,P01,L01,PRD-020,2025-08-09 18:00:00,2025-08-10 01:45:00,2025-08-09 18:06:00,2025-08-10 02:38:00,11804,10190,593,220,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000128,SO-004352,P01,L01,PRD-020,2025-08-09 05:00:00,2025-08-09 12:45:00,2025-08-09 05:03:00,2025-08-09 12:43:00,13021,12683,667,270,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000129,SO-000413,P01,L02,PRD-022,2025-08-09 08:00:00,2025-08-09 15:45:00,2025-08-09 07:58:00,2025-08-09 16:38:00,22001,19937,584,266,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000130,SO-004700,P01,L02,PRD-012,2025-08-09 22:00:00,2025-08-10 05:45:00,2025-08-09 22:56:00,2025-08-10 07:15:00,22487,21527,343,182,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000131,SO-005148,P02,L03,PRD-002,2025-08-09 22:00:00,2025-08-10 05:45:00,2025-08-09 22:33:00,2025-08-10 07:29:00,9884,9791,320,169,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000132,SO-004769,P02,L03,PRD-015,2025-08-09 06:00:00,2025-08-09 13:45:00,2025-08-09 06:26:00,2025-08-09 15:48:00,10291,9272,382,182,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000133,SO-004485,P02,L04,PRD-072,2025-08-09 22:00:00,2025-08-10 05:45:00,2025-08-09 21:48:00,2025-08-10 06:41:00,7094,6134,96,26,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000134,SO-004065,P02,L04,PRD-005,2025-08-09 03:00:00,2025-08-09 10:45:00,2025-08-09 03:14:00,2025-08-09 12:06:00,7991,7261,163,49,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000135,SO-001167,P03,L05,PRD-012,2025-08-09 11:00:00,2025-08-09 18:45:00,2025-08-09 10:45:00,2025-08-09 18:53:00,11207,11299,61,29,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000136,SO-002271,P03,L05,PRD-012,2025-08-09 15:00:00,2025-08-09 22:45:00,2025-08-09 14:45:00,2025-08-09 23:37:00,8438,7275,147,73,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000137,SO-005159,P03,L06,PRD-078,2025-08-09 23:00:00,2025-08-10 06:45:00,2025-08-09 22:46:00,2025-08-10 07:56:00,21149,19690,638,271,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000138,SO-003144,P01,L01,PRD-007,2025-08-10 22:00:00,2025-08-11 05:45:00,2025-08-10 21:45:00,2025-08-11 06:04:00,14359,14353,482,148,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000139,SO-000664,P01,L02,PRD-012,2025-08-10 21:00:00,2025-08-11 04:45:00,2025-08-10 22:15:00,2025-08-11 06:13:00,13365,11884,339,137,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000140,SO-001788,P02,L03,PRD-045,2025-08-10 10:00:00,2025-08-10 17:45:00,2025-08-10 10:31:00,2025-08-10 19:07:00,14321,12474,287,137,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000141,SO-001207,P02,L03,PRD-045,2025-08-10 21:00:00,2025-08-11 04:45:00,2025-08-10 20:45:00,2025-08-11 05:02:00,10557,10419,97,29,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000142,SO-003162,P02,L04,PRD-003,2025-08-10 12:00:00,2025-08-10 19:45:00,2025-08-10 13:22:00,2025-08-10 20:45:00,9993,9578,351,173,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000143,SO-001087,P02,L04,PRD-078,2025-08-10 22:00:00,2025-08-11 05:45:00,2025-08-10 22:00:00,2025-08-11 06:16:00,7968,7804,391,98,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000144,,P02,L04,PRD-078,2025-08-10 01:00:00,2025-08-10 08:45:00,2025-08-10 00:45:00,2025-08-10 10:02:00,9059,8017,343,160,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000145,SO-002910,P03,L05,PRD-077,2025-08-10 19:00:00,2025-08-11 02:45:00,2025-08-10 18:53:00,2025-08-11 04:19:00,11970,12336,124,51,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000146,SO-000348,P03,L05,PRD-077,2025-08-10 23:00:00,2025-08-11 06:45:00,2025-08-10 23:38:00,2025-08-11 07:35:00,10166,10442,233,101,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000147,,P03,L06,PRD-035,2025-08-10 07:00:00,2025-08-10 14:45:00,2025-08-10 07:05:00,2025-08-10 15:18:00,18769,17048,707,326,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000148,SO-001952,P03,L06,PRD-043,2025-08-10 16:00:00,2025-08-10 23:45:00,2025-08-10 15:45:00,2025-08-10 23:58:00,18280,16058,347,136,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000149,,P03,L06,PRD-035,2025-08-10 06:00:00,2025-08-10 13:45:00,2025-08-10 06:02:00,2025-08-10 14:56:00,21204,19147,591,197,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000150,SO-004599,P01,L01,PRD-077,2025-08-11 10:00:00,2025-08-11 17:45:00,2025-08-11 09:45:00,2025-08-11 19:10:00,14970,13345,76,18,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000151,SO-003382,P01,L01,PRD-066,2025-08-11 15:00:00,2025-08-11 22:45:00,2025-08-11 14:45:00,2025-08-11 22:54:00,20141,18726,582,319,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000152,SO-001204,P01,L01,PRD-077,2025-08-11 23:00:00,2025-08-12 06:45:00,2025-08-11 23:50:00,2025-08-12 08:47:00,17882,15470,182,93,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000153,,P01,L02,PRD-069,2025-08-11 09:00:00,2025-08-11 16:45:00,2025-08-11 08:45:00,2025-08-11 17:41:00,23307,20061,976,272,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000154,SO-004874,P01,L02,PRD-069,2025-08-11 20:00:00,2025-08-12 03:45:00,2025-08-11 20:48:00,2025-08-12 05:17:00,20376,20929,854,237,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000155,,P01,L02,PRD-069,2025-08-11 02:00:00,2025-08-11 09:45:00,2025-08-11 01:45:00,2025-08-11 09:20:00,25295,23728,1403,312,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000156,,P02,L03,PRD-048,2025-08-11 08:00:00,2025-08-11 15:45:00,2025-08-11 07:58:00,2025-08-11 17:32:00,12120,11923,358,129,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000157,SO-000681,P02,L03,PRD-048,2025-08-11 19:00:00,2025-08-12 02:45:00,2025-08-11 19:00:00,2025-08-12 04:12:00,13790,11928,209,76,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000158,,P02,L03,PRD-023,2025-08-11 04:00:00,2025-08-11 11:45:00,2025-08-11 03:49:00,2025-08-11 13:36:00,11284,9870,428,178,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000159,SO-001445,P02,L04,PRD-046,2025-08-11 13:00:00,2025-08-11 20:45:00,2025-08-11 12:45:00,2025-08-11 21:11:00,10683,9876,194,81,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000160,SO-004478,P02,L04,PRD-040,2025-08-11 18:00:00,2025-08-12 01:45:00,2025-08-11 17:48:00,,10440,9160,390,191,open,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000161,,P02,L04,PRD-046,2025-08-11 05:00:00,2025-08-11 12:45:00,2025-08-11 04:53:00,2025-08-11 12:44:00,8865,8313,212,79,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000162,SO-002142,P03,L05,PRD-029,2025-08-11 14:00:00,2025-08-11 21:45:00,2025-08-11 14:35:00,2025-08-11 23:02:00,11590,11068,228,120,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000163,SO-002148,P03,L05,PRD-029,2025-08-11 22:00:00,2025-08-12 05:45:00,2025-08-11 22:08:00,2025-08-12 06:55:00,14468,14679,277,62,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000164,SO-004508,P03,L05,PRD-029,2025-08-11 23:00:00,2025-08-12 06:45:00,2025-08-11 23:13:00,2025-08-12 07:05:00,12690,11255,340,111,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000165,SO-003600,P03,L06,PRD-054,2025-08-11 14:00:00,2025-08-11 21:45:00,2025-08-11 14:50:00,2025-08-11 22:38:00,32334,30903,879,248,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000166,SO-000450,P03,L06,PRD-054,2025-08-11 18:00:00,2025-08-12 01:45:00,2025-08-11 18:15:00,2025-08-12 03:30:00,32139,28732,1146,370,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000167,SO-001326,P03,L06,PRD-054,2025-08-11 00:00:00,2025-08-11 07:45:00,2025-08-10 23:45:00,2025-08-11 08:38:00,23557,21027,862,329,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000168,SO-001814,P01,L01,PRD-068,2025-08-12 10:00:00,2025-08-12 17:45:00,2025-08-12 10:40:00,2025-08-12 19:43:00,11882,11490,192,45,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000169,,P01,L01,PRD-068,2025-08-12 20:00:00,2025-08-13 03:45:00,2025-08-12 19:45:00,2025-08-13 04:10:00,13889,12997,306,128,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000170,SO-001066,P01,L01,PRD-068,2025-08-12 05:00:00,2025-08-12 12:45:00,2025-08-12 05:20:00,2025-08-12 13:52:00,14641,13606,426,205,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000171,SO-002581,P01,L02,PRD-035,2025-08-12 09:00:00,2025-08-12 16:45:00,2025-08-12 09:05:00,2025-08-12 17:31:00,26361,24766,1125,302,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000172,,P01,L02,PRD-063,2025-08-12 15:00:00,2025-08-12 22:45:00,2025-08-12 15:18:00,2025-08-12 23:22:00,27444,25928,632,338,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000173,SO-002456,P01,L02,PRD-035,2025-08-12 03:00:00,2025-08-12 10:45:00,2025-08-12 02:56:00,2025-08-12 12:27:00,25297,24235,696,330,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000174,,P02,L03,PRD-050,2025-08-12 08:00:00,2025-08-12 15:45:00,2025-08-12 08:29:00,2025-08-12 18:14:00,19792,19735,435,216,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000175,SO-002121,P02,L03,PRD-050,2025-08-12 22:00:00,2025-08-13 05:45:00,2025-08-12 21:47:00,2025-08-13 05:09:00,14311,13825,739,230,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000176,SO-004245,P02,L03,PRD-040,2025-08-12 01:00:00,2025-08-12 08:45:00,2025-08-12 01:36:00,2025-08-12 11:12:00,16589,15698,1025,439,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000177,SO-001200,P02,L04,PRD-036,2025-08-12 14:00:00,2025-08-12 21:45:00,12/08/2025 13:49,2025-08-12 23:15:00,9043,8828,222,104,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000178,SO-000336,P02,L04,PRD-036,2025-08-12 22:00:00,2025-08-13 05:45:00,2025-08-12 23:49:00,2025-08-13 08:21:00,10656,9750,397,124,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000179,,P02,L04,PRD-067,2025-08-12 01:00:00,2025-08-12 08:45:00,2025-08-12 01:35:00,2025-08-12 11:06:00,8392,7817,290,90,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000180,,P03,L05,PRD-015,2025-08-12 08:00:00,2025-08-12 15:45:00,2025-08-12 08:07:00,2025-08-12 16:30:00,12759,12703,435,142,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000181,,P03,L05,PRD-022,2025-08-12 15:00:00,2025-08-12 22:45:00,2025-08-12 14:50:00,2025-08-13 00:07:00,14951,15128,405,109,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000182,SO-000180,P03,L05,PRD-015,2025-08-12 03:00:00,2025-08-12 10:45:00,2025-08-12 03:13:00,2025-08-12 11:55:00,12900,13404,572,223,completed,urgent,TEAM-D,MES,2026-07-09 13:20:34
WO-000183,SO-000397,P03,L06,PRD-013,2025-08-12 14:00:00,2025-08-12 21:45:00,2025-08-12 13:53:00,2025-08-12 22:16:00,28396,25000,440,217,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000184,SO-001680,P03,L06,PRD-013,2025-08-12 15:00:00,2025-08-12 22:45:00,2025-08-12 15:21:00,2025-08-13 00:13:00,26223,24680,396,182,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000185,,P03,L06,PRD-013,2025-08-12 23:00:00,2025-08-13 06:45:00,2025-08-12 22:45:00,2025-08-13 06:59:00,31265,28500,860,467,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000186,SO-000429,P01,L01,PRD-046,2025-08-13 14:00:00,2025-08-13 21:45:00,2025-08-13 14:41:00,2025-08-13 23:17:00,18411,16702,12,2,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000187,SO-003326,P01,L01,PRD-046,2025-08-13 19:00:00,2025-08-14 02:45:00,2025-08-13 18:45:00,2025-08-14 02:51:00,19107,16521,340,79,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000188,,P01,L01,PRD-029,2025-08-13 02:00:00,2025-08-13 09:45:00,2025-08-13 03:04:00,2025-08-13 11:13:00,17111,17637,657,339,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000189,,P01,L02,PRD-005,2025-08-13 11:00:00,2025-08-13 18:45:00,2025-08-13 11:30:00,2025-08-13 20:09:00,27751,25120,1076,552,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000190,SO-002145,P01,L02,PRD-005,2025-08-13 16:00:00,2025-08-13 23:45:00,2025-08-13 15:51:00,2025-08-14 01:07:00,23684,20632,661,294,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000191,,P01,L02,PRD-005,2025-08-13 00:00:00,2025-08-13 07:45:00,2025-08-13 00:11:00,2025-08-13 09:34:00,21408,21829,818,254,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000192,,P02,L03,PRD-075,2025-08-13 13:00:00,2025-08-13 20:45:00,2025-08-13 13:32:00,2025-08-13 23:22:00,18720,19248,275,68,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000193,,P02,L03,PRD-037,2025-08-13 22:00:00,2025-08-14 05:45:00,2025-08-13 21:45:00,2025-08-14 06:16:00,18915,16561,273,126,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000194,SO-000588,P02,L03,PRD-037,2025-08-13 06:00:00,2025-08-13 13:45:00,2025-08-13 06:08:00,2025-08-13 15:29:00,19071,18615,352,113,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000195,SO-004458,P02,L04,PRD-079,2025-08-13 12:00:00,2025-08-13 19:45:00,2025-08-13 12:00:00,2025-08-13 21:14:00,10138,8838,409,220,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000196,SO-002406,P02,L04,PRD-006,2025-08-13 16:00:00,2025-08-13 23:45:00,2025-08-13 16:16:00,2025-08-14 00:54:00,10882,10810,387,130,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000197,,P02,L04,PRD-079,2025-08-13 03:00:00,2025-08-13 10:45:00,2025-08-13 03:07:00,2025-08-13 10:46:00,12793,11807,147,63,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000198,SO-004603,P03,L05,PRD-070,2025-08-13 08:00:00,2025-08-13 15:45:00,2025-08-13 08:08:00,2025-08-13 16:31:00,11732,10688,262,56,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000199,SO-000826,P03,L05,PRD-029,2025-08-13 18:00:00,2025-08-14 01:45:00,2025-08-13 18:32:00,,14039,12662,689,310,open,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000200,,P03,L05,PRD-002,2025-08-13 03:00:00,2025-08-13 10:45:00,2025-08-13 02:45:00,2025-08-13 10:46:00,11798,11289,498,181,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000201,SO-002817,P03,L06,PRD-048,2025-08-13 09:00:00,2025-08-13 16:45:00,2025-08-13 08:45:00,2025-08-13 16:21:00,29701,26593,997,401,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000202,,P03,L06,PRD-035,2025-08-13 17:00:00,2025-08-14 00:45:00,2025-08-13 17:47:00,2025-08-14 02:40:00,34102,32625,1466,453,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000203,SO-000151,P03,L06,PRD-048,2025-08-13 23:00:00,2025-08-14 06:45:00,2025-08-13 23:39:00,2025-08-14 08:42:00,23890,22405,923,481,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000204,SO-002651,P01,L01,PRD-007,2025-08-14 13:00:00,2025-08-14 20:45:00,2025-08-14 12:45:00,2025-08-14 20:51:00,13747,14048,447,137,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000205,SO-002598,P01,L01,PRD-007,2025-08-14 15:00:00,2025-08-14 22:45:00,2025-08-14 14:45:00,2025-08-15 00:07:00,19748,19207,364,82,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000206,,P01,L01,PRD-032,2025-08-14 03:00:00,2025-08-14 10:45:00,2025-08-14 03:24:00,2025-08-14 13:16:00,18888,16093,1021,333,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000207,SO-004963,P01,L02,PRD-029,2025-08-14 10:00:00,2025-08-14 17:45:00,2025-08-14 11:05:00,2025-08-14 19:06:00,30000,30183,917,382,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000208,SO-004179,P01,L02,PRD-029,2025-08-14 15:00:00,2025-08-14 22:45:00,2025-08-14 14:45:00,2025-08-14 23:07:00,29773,27538,796,328,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000209,,P01,L02,PRD-024,2025-08-14 05:00:00,2025-08-14 12:45:00,2025-08-14 04:45:00,2025-08-14 13:33:00,29393,27400,974,296,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000210,,P02,L03,PRD-027,2025-08-14 09:00:00,2025-08-14 16:45:00,2025-08-14 08:55:00,2025-08-14 17:20:00,17649,16634,357,77,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000211,SO-000997,P02,L03,PRD-027,2025-08-14 22:00:00,2025-08-15 05:45:00,2025-08-14 21:45:00,2025-08-15 06:09:00,16164,15141,481,219,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000212,SO-003676,P02,L03,PRD-027,2025-08-14 01:00:00,2025-08-14 08:45:00,2025-08-14 01:33:00,2025-08-14 09:36:00,11382,10632,557,268,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000213,SO-000231,P02,L04,PRD-024,2025-08-14 12:00:00,2025-08-14 19:45:00,2025-08-14 12:42:00,2025-08-14 21:37:00,11340,9828,449,238,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000214,SO-000103,P02,L04,PRD-024,2025-08-14 17:00:00,2025-08-15 00:45:00,2025-08-14 16:45:00,2025-08-15 01:35:00,10934,10156,243,52,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000215,,P02,L04,PRD-024,2025-08-14 03:00:00,2025-08-14 10:45:00,2025-08-14 02:45:00,2025-08-14 12:27:00,12100,11397,459,152,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000216,SO-002690,P03,L05,PRD-007,2025-08-14 12:00:00,2025-08-14 19:45:00,2025-08-14 12:25:00,2025-08-14 20:41:00,10319,9971,244,121,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000217,SO-001271,P03,L05,PRD-007,2025-08-14 20:00:00,2025-08-15 03:45:00,2025-08-14 20:49:00,2025-08-15 05:28:00,14627,13362,513,234,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000218,,P03,L05,PRD-002,2025-08-14 00:00:00,2025-08-14 07:45:00,2025-08-13 23:45:00,2025-08-14 08:00:00,10972,11224,372,163,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000219,,P03,L06,PRD-062,2025-08-14 12:00:00,2025-08-14 19:45:00,2025-08-14 12:11:00,2025-08-14 21:14:00,27872,26301,946,432,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000220,SO-001888,P03,L06,PRD-062,2025-08-14 21:00:00,2025-08-15 04:45:00,2025-08-14 20:45:00,2025-08-15 05:15:00,28607,26581,807,237,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000221,,P03,L06,PRD-062,2025-08-14 23:00:00,2025-08-15 06:45:00,2025-08-14 22:56:00,2025-08-15 07:10:00,24920,21569,738,326,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000222,SO-004303,P01,L01,PRD-008,2025-08-15 11:00:00,2025-08-15 18:45:00,2025-08-15 11:46:00,2025-08-15 19:13:00,19473,18687,307,86,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000223,,P01,L01,PRD-008,2025-08-15 18:00:00,2025-08-16 01:45:00,2025-08-15 18:02:00,2025-08-16 04:03:00,23531,23144,268,93,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000224,SO-000971,P01,L01,PRD-008,2025-08-15 06:00:00,2025-08-15 13:45:00,2025-08-15 05:57:00,2025-08-15 14:35:00,20552,20749,323,138,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000225,SO-001248,P01,L02,PRD-066,2025-08-15 09:00:00,2025-08-15 16:45:00,2025-08-15 09:14:00,2025-08-15 18:12:00,26254,24180,756,321,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000226,SO-004296,P01,L02,PRD-045,2025-08-15 22:00:00,2025-08-16 05:45:00,2025-08-15 22:30:00,2025-08-16 06:49:00,27236,26885,0,0,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000227,SO-000138,P01,L02,PRD-066,2025-08-15 01:00:00,2025-08-15 08:45:00,2025-08-15 01:08:00,2025-08-15 09:47:00,26996,23464,1112,494,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000228,SO-002778,P02,L03,PRD-027,2025-08-15 12:00:00,2025-08-15 19:45:00,2025-08-15 12:40:00,2025-08-15 21:30:00,14475,13228,556,194,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000229,SO-002093,P02,L03,PRD-037,2025-08-15 19:00:00,2025-08-16 02:45:00,2025-08-15 19:15:00,2025-08-16 04:20:00,12893,12806,402,136,completed,urgent,TEAM-A,MES,2026-07-09 13:20:34
WO-000230,SO-004903,P02,L03,PRD-027,2025-08-15 00:00:00,2025-08-15 07:45:00,2025-08-15 00:33:00,2025-08-15 09:07:00,16702,16998,440,115,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000231,,P02,L04,PRD-011,2025-08-15 14:00:00,2025-08-15 21:45:00,2025-08-15 13:48:00,2025-08-15 22:10:00,11751,11176,65,34,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000232,,P02,L04,PRD-010,2025-08-15 18:00:00,2025-08-16 01:45:00,2025-08-15 18:19:00,2025-08-16 02:31:00,13697,13912,357,82,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000233,,P02,L04,PRD-006,2025-08-15 23:00:00,2025-08-16 06:45:00,2025-08-15 22:50:00,2025-08-16 08:21:00,13745,12011,644,313,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000234,,P03,L05,PRD-039,2025-08-15 14:00:00,2025-08-15 21:45:00,2025-08-15 13:58:00,2025-08-15 22:09:00,12703,11495,457,172,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000235,SO-002034,P03,L05,PRD-039,2025-08-15 16:00:00,2025-08-15 23:45:00,2025-08-15 16:06:00,2025-08-16 00:53:00,15067,15421,359,172,completed,normal,TEAM-D,MES,2026-07-09 13:20:34
WO-000236,,P03,L05,PRD-039,2025-08-15 01:00:00,2025-08-15 08:45:00,2025-08-15 00:45:00,2025-08-15 09:06:00,14185,14149,503,131,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
WO-000237,SO-003622,P03,L06,PRD-017,2025-08-15 13:00:00,2025-08-15 20:45:00,2025-08-15 12:58:00,2025-08-15 21:52:00,23326,20389,248,72,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000238,SO-004867,P03,L06,PRD-074,2025-08-15 17:00:00,2025-08-16 00:45:00,2025-08-15 17:28:00,2025-08-16 02:57:00,26807,24979,531,221,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000239,SO-000310,P03,L06,PRD-074,2025-08-15 02:00:00,2025-08-15 09:45:00,2025-08-15 02:03:00,2025-08-15 11:09:00,21096,20308,1306,495,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000240,SO-001978,P01,L01,PRD-078,2025-08-16 19:00:00,2025-08-17 02:45:00,2025-08-16 19:35:00,2025-08-17 04:32:00,10459,9859,284,100,completed,urgent,TEAM-B,MES,2026-07-09 13:20:34
WO-000241,SO-002067,P01,L02,PRD-007,2025-08-16 18:00:00,2025-08-17 01:45:00,2025-08-16 18:03:00,2025-08-17 03:27:00,24129,22331,520,192,completed,normal,TEAM-A,MES,2026-07-09 13:20:34
WO-000242,SO-001571,P01,L02,PRD-007,2025-08-16 04:00:00,2025-08-16 11:45:00,2025-08-16 04:47:00,2025-08-16 12:46:00,16115,15302,422,216,completed,normal,TEAM-C,MES,2026-07-09 13:20:34
WO-000243,SO-004602,P02,L03,PRD-075,2025-08-16 12:00:00,2025-08-16 19:45:00,2025-08-16 12:37:00,2025-08-16 21:09:00,9310,8180,218,56,completed,normal,TEAM-B,MES,2026-07-09 13:20:34
