plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20260122-L04,2026-01-22,P02,L04,PRD-039,29093,34380,0.846,v3,PLN-004,APS
PLAN-20260122-L05,2026-01-22,P03,L05,PRD-068,46598,44946,1.037,v2,PLN-010,APS
PLAN-20260122-L06,2026-01-22,P03,L06,PRD-012,78646,84438,0.931,v2,PLN-006,APS
PLAN-20260123-L01,2026-01-23,P01,L01,PRD-007,54428,58068,0.937,v2,PLN-004,APS
PLAN-20260123-L02,2026-01-23,P01,L02,PRD-011,83175,82062,1.014,v3,PLN-009,APS
PLAN-20260123-L03,2026-01-23,P02,L03,PRD-042,48772,52992,0.92,v1,PLN-003,APS
PLAN-20260123-L04,2026-01-23,P02,L04,PRD-072,29263,34380,0.851,v3,PLN-012,APS
PLAN-20260123-L05,2026-01-23,P03,L05,PRD-040,44953,44946,1.0,v1,PLN-004,APS
PLAN-20260123-L06,2026-01-23,P03,L06,PRD-056,87320,84438,1.034,v3,PLN-006,APS
PLAN-20260124-L01,2026-01-24,P01,L01,PRD-080,44210,58068,0.761,v2,PLN-009,APS
PLAN-20260124-L02,2026-01-24,P01,L02,PRD-045,64245,82062,0.783,v1,PLN-007,APS
PLAN-20260124-L03,2026-01-24,P02,L03,PRD-057,38913,52992,0.734,v1,PLN-001,APS
PLAN-20260124-L04,2026-01-24,P02,L04,PRD-052,22392,34380,0.651,v1,PLN-004,APS
PLAN-20260124-L05,2026-01-24,P03,L05,PRD-007,31769,44946,0.707,v3,PLN-010,APS
PLAN-20260124-L06,2026-01-24,P03,L06,PRD-069,59004,84438,0.699,v3,PLN-012,APS
PLAN-20260125-L01,2026-01-25,P01,L01,PRD-060,40551,58068,0.698,v2,PLN-006,APS
PLAN-20260125-L02,2026-01-25,P01,L02,PRD-051,56260,82062,0.686,v1,PLN-004,APS
PLAN-20260125-L03,2026-01-25,P02,L03,PRD-027,34876,52992,0.658,v1,PLN-003,APS
PLAN-20260125-L04,2026-01-25,P02,L04,PRD-006,25247,34380,0.734,v2,PLN-004,APS
PLAN-20260125-L05,2026-01-25,P03,L05,PRD-021,29204,44946,0.65,v3,PLN-008,APS
PLAN-20260125-L06,2026-01-25,P03,L06,PRD-017,63993,84438,0.758,v1,PLN-008,APS
PLAN-20260126-L01,2026-01-26,P01,L01,PRD-080,49496,58068,0.852,v1,PLN-007,APS
PLAN-20260126-L02,2026-01-26,P01,L02,PRD-035,67434,82062,0.822,v3,PLN-010,APS
PLAN-20260126-L03,2026-01-26,P02,L03,PRD-019,49785,52992,0.939,v2,PLN-002,APS
PLAN-20260126-L04,2026-01-26,P02,L04,PRD-021,33978,34380,0.988,v3,PLN-011,APS
PLAN-20260126-L05,2026-01-26,P03,L05,PRD-013,38533,44946,0.857,v1,PLN-003,APS
PLAN-20260126-L06,2026-01-26,P03,L06,PRD-064,84034,84438,0.995,v2,PLN-009,APS
PLAN-20260127-L01,2026-01-27,P01,L01,PRD-028,53752,58068,0.926,v2,PLN-003,APS
PLAN-20260127-L02,2026-01-27,P01,L02,PRD-071,69131,82062,0.842,v3,PLN-003,APS
PLAN-20260127-L03,2026-01-27,P02,L03,PRD-017,45555,52992,0.86,v3,PLN-010,APS
PLAN-20260127-L04,2026-01-27,P02,L04,PRD-021,32510,34380,0.946,v2,PLN-008,APS
PLAN-20260127-L05,2026-01-27,P03,L05,PRD-029,44986,44946,1.001,v1,PLN-005,APS
PLAN-20260127-L06,2026-01-27,P03,L06,PRD-067,68224,84438,0.808,v1,PLN-007,APS
PLAN-20260128-L01,2026-01-28,P01,L01,PRD-032,57431,58068,0.989,v2,PLN-006,APS
PLAN-20260128-L02,2026-01-28,P01,L02,PRD-024,65411,82062,0.797,v2,PLN-009,APS
PLAN-20260128-L03,2026-01-28,P02,L03,PRD-042,52303,52992,0.987,v2,PLN-005,APS
PLAN-20260128-L04,2026-01-28,P02,L04,PRD-040,29369,34380,0.854,v2,PLN-009,APS
PLAN-20260128-L05,2026-01-28,P03,L05,PRD-078,42370,44946,0.943,v1,PLN-007,APS
PLAN-20260128-L06,2026-01-28,P03,L06,PRD-067,79952,84438,0.947,v1,PLN-011,APS
PLAN-20260129-L01,2026-01-29,P01,L01,PRD-061,55539,58068,0.956,v2,PLN-007,APS
PLAN-20260129-L02,2026-01-29,P01,L02,PRD-002,65001,82062,0.792,v1,PLN-002,APS
PLAN-20260129-L03,2026-01-29,P02,L03,PRD-070,44146,52992,0.833,v1,PLN-002,APS
PLAN-20260129-L04,2026-01-29,P02,L04,PRD-010,32681,34380,0.951,v2,PLN-009,APS
PLAN-20260129-L05,2026-01-29,P03,L05,PRD-078,40798,44946,0.908,v3,PLN-001,APS
PLAN-20260129-L06,2026-01-29,P03,L06,PRD-004,74944,84438,0.888,v2,PLN-001,APS
PLAN-20260130-L01,2026-01-30,P01,L01,PRD-066,54129,58068,0.932,v3,PLN-001,APS
PLAN-20260130-L02,2026-01-30,P01,L02,PRD-015,82237,82062,1.002,v3,PLN-010,APS
PLAN-20260130-L03,2026-01-30,P02,L03,PRD-053,49631,52992,0.937,v2,PLN-012,APS
PLAN-20260130-L04,2026-01-30,P02,L04,PRD-052,27414,34380,0.797,v2,PLN-006,APS
PLAN-20260130-L05,2026-01-30,P03,L05,PRD-033,44174,44946,0.983,v1,PLN-011,APS
PLAN-20260130-L06,2026-01-30,P03,L06,PRD-013,72679,84438,0.861,v1,PLN-009,APS
PLAN-20260131-L01,2026-01-31,P01,L01,PRD-052,34516,58068,0.594,v1,PLN-003,APS
PLAN-20260131-L02,2026-01-31,P01,L02,PRD-061,60798,82062,0.741,v1,PLN-004,APS
PLAN-20260131-L03,2026-01-31,P02,L03,PRD-069,38232,52992,0.721,v2,PLN-009,APS
PLAN-20260131-L04,2026-01-31,P02,L04,PRD-078,24450,34380,0.711,v2,PLN-004,APS
PLAN-20260131-L05,2026-01-31,P03,L05,PRD-064,31696,44946,0.705,v1,PLN-005,APS
PLAN-20260131-L06,2026-01-31,P03,L06,PRD-064,50692,84438,0.6,v1,PLN-011,APS
PLAN-20260201-L01,2026-02-01,P01,L01,PRD-051,40844,58068,0.703,v2,PLN-006,APS
PLAN-20260201-L02,2026-02-01,P01,L02,PRD-061,54863,82062,0.669,v1,PLN-006,APS
PLAN-20260201-L03,2026-02-01,P02,L03,PRD-057,38642,52992,0.729,v3,PLN-005,APS
PLAN-20260201-L04,2026-02-01,P02,L04,PRD-032,25072,34380,0.729,v1,PLN-011,APS
PLAN-20260201-L05,2026-02-01,P03,L05,PRD-002,27076,44946,0.602,v2,PLN-009,APS
PLAN-20260201-L06,2026-02-01,P03,L06,PRD-004,55328,84438,0.655,v3,PLN-005,APS
PLAN-20260202-L01,2026-02-02,P01,L01,PRD-009,54426,58068,0.937,v3,PLN-006,APS
PLAN-20260202-L02,2026-02-02,P01,L02,PRD-066,75205,82062,0.916,v2,PLN-009,APS
PLAN-20260202-L03,2026-02-02,P02,L03,PRD-075,51373,52992,0.969,v1,PLN-009,APS
PLAN-20260202-L04,2026-02-02,P02,L04,PRD-010,25926,34380,0.754,v1,PLN-011,APS
PLAN-20260202-L05,2026-02-02,P03,L05,PRD-007,34135,44946,0.759,v2,PLN-010,APS
PLAN-20260202-L06,2026-02-02,P03,L06,PRD-003,76411,84438,0.905,v3,PLN-009,APS
PLAN-20260203-L01,2026-02-03,P01,L01,PRD-061,53843,58068,0.927,v2,PLN-001,APS
PLAN-20260203-L02,2026-02-03,P01,L02,PRD-031,66762,82062,0.814,v3,PLN-012,APS
PLAN-20260203-L03,2026-02-03,P02,L03,PRD-066,53808,52992,1.015,v1,PLN-008,APS
PLAN-20260203-L04,2026-02-03,P02,L04,PRD-029,25727,34380,0.748,v3,PLN-008,APS
PLAN-20260203-L05,2026-02-03,P03,L05,PRD-071,36317,44946,0.808,v2,PLN-009,APS
PLAN-20260203-L06,2026-02-03,P03,L06,PRD-017,71031,84438,0.841,v3,PLN-008,APS
PLAN-20260204-L01,2026-02-04,P01,L01,PRD-013,53540,58068,0.922,v3,PLN-002,APS
PLAN-20260204-L02,2026-02-04,P01,L02,PRD-071,75461,82062,0.92,v2,PLN-005,APS
PLAN-20260204-L03,2026-02-04,P02,L03,PRD-037,47921,52992,0.904,v1,PLN-005,APS
PLAN-20260204-L04,2026-02-04,P02,L04,PRD-059,25635,34380,0.746,v1,PLN-003,APS
PLAN-20260204-L05,2026-02-04,P03,L05,PRD-049,39907,44946,0.888,v1,PLN-011,APS
PLAN-20260204-L06,2026-02-04,P03,L06,PRD-038,63489,84438,0.752,v1,PLN-003,APS
PLAN-20260205-L01,2026-02-05,P01,L01,PRD-047,50946,58068,0.877,v1,PLN-005,APS
PLAN-20260205-L02,2026-02-05,P01,L02,PRD-029,82170,82062,1.001,v3,PLN-010,APS
PLAN-20260205-L03,2026-02-05,P02,L03,PRD-023,50027,52992,0.944,v2,PLN-008,APS
PLAN-20260205-L04,2026-02-05,P02,L04,PRD-078,31086,34380,0.904,v2,PLN-011,APS
PLAN-20260205-L05,2026-02-05,P03,L05,PRD-079,42411,44946,0.944,v1,PLN-007,APS
PLAN-20260205-L06,2026-02-05,P03,L06,PRD-048,68009,84438,0.805,v3,PLN-011,APS
PLAN-20260206-L01,2026-02-06,P01,L01,PRD-032,58392,58068,1.006,v1,PLN-009,APS
PLAN-20260206-L02,2026-02-06,P01,L02,PRD-063,78652,82062,0.958,v1,PLN-006,APS
PLAN-20260206-L03,2026-02-06,P02,L03,PRD-012,47820,52992,0.902,v2,PLN-003,APS
PLAN-20260206-L04,2026-02-06,P02,L04,PRD-002,26137,34380,0.76,v2,PLN-003,APS
PLAN-20260206-L05,2026-02-06,P03,L05,PRD-015,40762,44946,0.907,v2,PLN-007,APS
PLAN-20260206-L06,2026-02-06,P03,L06,PRD-067,73207,84438,0.867,v2,PLN-004,APS
PLAN-20260207-L01,2026-02-07,P01,L01,PRD-032,37035,58068,0.638,v3,PLN-009,APS
PLAN-20260207-L02,2026-02-07,P01,L02,PRD-039,61582,82062,0.75,v1,PLN-005,APS
PLAN-20260207-L03,2026-02-07,P02,L03,PRD-019,34496,52992,0.651,v2,PLN-009,APS
PLAN-20260207-L04,2026-02-07,P02,L04,PRD-036,23653,34380,0.688,v1,PLN-004,APS
PLAN-20260207-L05,2026-02-07,P03,L05,PRD-075,25395,44946,0.565,v1,PLN-005,APS
PLAN-20260207-L06,2026-02-07,P03,L06,PRD-078,62353,84438,0.738,v2,PLN-005,APS
PLAN-20260208-L01,2026-02-08,P01,L01,PRD-080,41630,58068,0.717,v2,PLN-010,APS
PLAN-20260208-L02,2026-02-08,P01,L02,PRD-069,53222,82062,0.649,v2,PLN-012,APS
PLAN-20260208-L03,2026-02-08,P02,L03,PRD-075,31803,52992,0.6,v2,PLN-004,APS
PLAN-20260208-L04,2026-02-08,P02,L04,PRD-072,25681,34380,0.747,v2,PLN-011,APS
PLAN-20260208-L05,2026-02-08,P03,L05,PRD-064,25331,44946,0.564,v3,PLN-010,APS
PLAN-20260208-L06,2026-02-08,P03,L06,PRD-070,55740,84438,0.66,v1,PLN-004,APS
PLAN-20260209-L01,2026-02-09,P01,L01,PRD-077,42968,58068,0.74,v1,PLN-005,APS
PLAN-20260209-L02,2026-02-09,P01,L02,PRD-064,68840,82062,0.839,v1,PLN-008,APS
PLAN-20260209-L03,2026-02-09,P02,L03,PRD-050,48670,52992,0.918,v1,PLN-004,APS
PLAN-20260209-L04,2026-02-09,P02,L04,PRD-049,30549,34380,0.889,v2,PLN-003,APS
PLAN-20260209-L05,2026-02-09,P03,L05,PRD-079,36988,44946,0.823,v3,PLN-003,APS
PLAN-20260209-L06,2026-02-09,P03,L06,PRD-071,77419,84438,0.917,v1,PLN-011,APS
PLAN-20260210-L01,2026-02-10,P01,L01,PRD-050,43563,58068,0.75,v2,PLN-010,APS
PLAN-20260210-L02,2026-02-10,P01,L02,PRD-069,79941,82062,0.974,v3,PLN-002,APS
PLAN-20260210-L03,2026-02-10,P02,L03,PRD-015,47871,52992,0.903,v1,PLN-003,APS
PLAN-20260210-L04,2026-02-10,P02,L04,PRD-039,32492,34380,0.945,v2,PLN-009,APS
PLAN-20260210-L05,2026-02-10,P03,L05,PRD-064,36900,44946,0.821,v2,PLN-004,APS
PLAN-20260210-L06,2026-02-10,P03,L06,PRD-009,72943,84438,0.864,v3,PLN-004,APS
PLAN-20260211-L01,2026-02-11,P01,L01,PRD-064,43528,58068,0.75,v2,PLN-002,APS
PLAN-20260211-L02,2026-02-11,P01,L02,PRD-051,67266,82062,0.82,v2,PLN-008,APS
PLAN-20260211-L03,2026-02-11,P02,L03,PRD-012,41898,52992,0.791,v1,PLN-003,APS
PLAN-20260211-L04,2026-02-11,P02,L04,PRD-002,27996,34380,0.814,v3,PLN-010,APS
PLAN-20260211-L05,2026-02-11,P03,L05,PRD-055,37473,44946,0.834,v1,PLN-006,APS
PLAN-20260211-L06,2026-02-11,P03,L06,PRD-080,76781,84438,0.909,v2,PLN-011,APS
PLAN-20260212-L01,2026-02-12,P01,L01,PRD-051,43512,58068,0.749,v2,PLN-008,APS
PLAN-20260212-L02,2026-02-12,P01,L02,PRD-045,64531,82062,0.786,v1,PLN-003,APS
PLAN-20260212-L03,2026-02-12,P02,L03,PRD-071,44942,52992,0.848,v3,PLN-004,APS
PLAN-20260212-L04,2026-02-12,P02,L04,PRD-031,31788,34380,0.925,v2,PLN-008,APS
PLAN-20260212-L05,2026-02-12,P03,L05,PRD-052,32546,44946,0.724,v1,PLN-008,APS
PLAN-20260212-L06,2026-02-12,P03,L06,PRD-051,63262,84438,0.749,v2,PLN-003,APS
PLAN-20260213-L01,2026-02-13,P01,L01,PRD-060,52290,58068,0.9,v2,PLN-011,APS
PLAN-20260213-L02,2026-02-13,P01,L02,PRD-022,59852,82062,0.729,v3,PLN-011,APS
PLAN-20260213-L03,2026-02-13,P02,L03,PRD-023,40598,52992,0.766,v1,PLN-010,APS
PLAN-20260213-L04,2026-02-13,P02,L04,PRD-052,29352,34380,0.854,v2,PLN-007,APS
PLAN-20260213-L05,2026-02-13,P03,L05,PRD-054,34243,44946,0.762,v2,PLN-004,APS
PLAN-20260213-L06,2026-02-13,P03,L06,PRD-071,62167,84438,0.736,v2,PLN-003,APS
PLAN-20260214-L01,2026-02-14,P01,L01,PRD-029,38158,58068,0.657,v3,PLN-007,APS
PLAN-20260214-L02,2026-02-14,P01,L02,PRD-051,46585,82062,0.568,v1,PLN-006,APS
PLAN-20260214-L03,2026-02-14,P02,L03,PRD-017,36154,52992,0.682,v3,PLN-010,APS
PLAN-20260214-L04,2026-02-14,P02,L04,PRD-051,25272,34380,0.735,v1,PLN-007,APS
PLAN-20260214-L05,2026-02-14,P03,L05,PRD-044,29809,44946,0.663,v1,PLN-008,APS
PLAN-20260214-L06,2026-02-14,P03,L06,PRD-071,48902,84438,0.579,v3,PLN-006,APS
PLAN-20260215-L01,2026-02-15,P01,L01,PRD-001,35254,58068,0.607,v2,PLN-008,APS
PLAN-20260215-L02,2026-02-15,P01,L02,PRD-071,48550,82062,0.592,v2,PLN-009,APS
PLAN-20260215-L03,2026-02-15,P02,L03,PRD-075,36874,52992,0.696,v2,PLN-012,APS
PLAN-20260215-L04,2026-02-15,P02,L04,PRD-021,21454,34380,0.624,v1,PLN-001,APS
PLAN-20260215-L05,2026-02-15,P03,L05,PRD-056,29044,44946,0.646,v1,PLN-005,APS
PLAN-20260215-L06,2026-02-15,P03,L06,PRD-071,56794,84438,0.673,v3,PLN-007,APS
PLAN-20260216-L01,2026-02-16,P01,L01,PRD-009,47024,58068,0.81,v3,PLN-012,APS
PLAN-20260216-L02,2026-02-16,P01,L02,PRD-022,60099,82062,0.732,v1,PLN-003,APS
PLAN-20260216-L03,2026-02-16,P02,L03,PRD-069,44995,52992,0.849,v1,PLN-008,APS
PLAN-20260216-L04,2026-02-16,P02,L04,PRD-031,33019,34380,0.96,v2,PLN-002,APS
PLAN-20260216-L05,2026-02-16,P03,L05,PRD-019,38106,44946,0.848,v1,PLN-006,APS
PLAN-20260216-L06,2026-02-16,P03,L06,PRD-051,74697,84438,0.885,v2,PLN-011,APS
PLAN-20260217-L01,2026-02-17,P01,L01,PRD-029,47542,58068,0.819,v1,PLN-012,APS
PLAN-20260217-L02,2026-02-17,P01,L02,PRD-004,59394,82062,0.724,v2,PLN-004,APS
PLAN-20260217-L03,2026-02-17,P02,L03,PRD-066,47792,52992,0.902,v1,PLN-004,APS
PLAN-20260217-L04,2026-02-17,P02,L04,PRD-078,31013,34380,0.902,v1,PLN-009,APS
PLAN-20260217-L05,2026-02-17,P03,L05,PRD-040,37440,44946,0.833,v1,PLN-005,APS
PLAN-20260217-L06,2026-02-17,P03,L06,PRD-009,78138,84438,0.925,v3,PLN-004,APS
PLAN-20260218-L01,2026-02-18,P01,L01,PRD-044,48583,58068,0.837,v3,PLN-011,APS
PLAN-20260218-L02,2026-02-18,P01,L02,PRD-008,71592,82062,0.872,v3,PLN-006,APS
PLAN-20260218-L03,2026-02-18,P02,L03,PRD-075,42870,52992,0.809,v1,PLN-010,APS
PLAN-20260218-L04,2026-02-18,P02,L04,PRD-005,31185,34380,0.907,v3,PLN-003,APS
PLAN-20260218-L05,2026-02-18,P03,L05,PRD-056,37320,44946,0.83,v3,PLN-006,APS
PLAN-20260218-L06,2026-02-18,P03,L06,PRD-042,65482,84438,0.776,v3,PLN-010,APS
PLAN-20260219-L01,2026-02-19,P01,L01,PRD-077,50630,58068,0.872,v2,PLN-003,APS
PLAN-20260219-L02,2026-02-19,P01,L02,PRD-066,66487,82062,0.81,v3,PLN-004,APS
PLAN-20260219-L03,2026-02-19,P02,L03,PRD-069,48550,52992,0.916,v2,PLN-006,APS
PLAN-20260219-L04,2026-02-19,P02,L04,PRD-039,26031,34380,0.757,v1,PLN-005,APS
PLAN-20260219-L05,2026-02-19,P03,L05,PRD-078,33755,44946,0.751,v3,PLN-004,APS
PLAN-20260219-L06,2026-02-19,P03,L06,PRD-015,65937,84438,0.781,v2,PLN-011,APS
PLAN-20260220-L01,2026-02-20,P01,L01,PRD-031,53807,58068,0.927,v2,PLN-003,APS
PLAN-20260220-L02,2026-02-20,P01,L02,PRD-037,63430,82062,0.773,v3,PLN-005,APS
PLAN-20260220-L03,2026-02-20,P02,L03,PRD-048,46199,52992,0.872,v1,PLN-006,APS
PLAN-20260220-L04,2026-02-20,P02,L04,PRD-072,24534,34380,0.714,v2,PLN-007,APS
PLAN-20260220-L05,2026-02-20,P03,L05,PRD-049,39056,44946,0.869,v2,PLN-003,APS
PLAN-20260220-L06,2026-02-20,P03,L06,PRD-013,70244,84438,0.832,v3,PLN-008,APS
PLAN-20260221-L01,2026-02-21,P01,L01,PRD-023,40109,58068,0.691,v2,PLN-005,APS
PLAN-20260221-L02,2026-02-21,P01,L02,PRD-075,46798,82062,0.57,v1,PLN-010,APS
PLAN-20260221-L03,2026-02-21,P02,L03,PRD-075,34706,52992,0.655,v2,PLN-010,APS
PLAN-20260221-L04,2026-02-21,P02,L04,PRD-072,22728,34380,0.661,v2,PLN-005,APS
PLAN-20260221-L05,2026-02-21,P03,L05,PRD-015,30575,44946,0.68,v3,PLN-009,APS
PLAN-20260221-L06,2026-02-21,P03,L06,PRD-080,55406,84438,0.656,v2,PLN-012,APS
PLAN-20260222-L01,2026-02-22,P01,L01,PRD-077,31911,58068,0.55,v3,PLN-004,APS
PLAN-20260222-L02,2026-02-22,P01,L02,PRD-024,57910,82062,0.706,v3,PLN-012,APS
PLAN-20260222-L03,2026-02-22,P02,L03,PRD-042,32333,52992,0.61,v3,PLN-006,APS
PLAN-20260222-L04,2026-02-22,P02,L04,PRD-029,23358,34380,0.679,v1,PLN-001,APS
PLAN-20260222-L05,2026-02-22,P03,L05,PRD-078,31997,44946,0.712,v3,PLN-006,APS
PLAN-20260222-L06,2026-02-22,P03,L06,PRD-013,46361,84438,0.549,v2,PLN-003,APS
PLAN-20260223-L01,2026-02-23,P01,L01,PRD-052,50643,58068,0.872,v3,PLN-010,APS
PLAN-20260223-L02,2026-02-23,P01,L02,PRD-004,66869,82062,0.815,v1,PLN-008,APS
PLAN-20260223-L03,2026-02-23,P02,L03,PRD-050,50055,52992,0.945,v3,PLN-009,APS
PLAN-20260223-L04,2026-02-23,P02,L04,PRD-005,28689,34380,0.834,v1,PLN-007,APS
PLAN-20260223-L05,2026-02-23,P03,L05,PRD-009,35428,44946,0.788,v1,PLN-004,APS
PLAN-20260223-L06,2026-02-23,P03,L06,PRD-013,72475,84438,0.858,v3,PLN-012,APS
PLAN-20260224-L01,2026-02-24,P01,L01,PRD-031,46711,58068,0.804,v2,PLN-001,APS
PLAN-20260224-L02,2026-02-24,P01,L02,PRD-069,64421,82062,0.785,v2,PLN-001,APS
PLAN-20260224-L03,2026-02-24,P02,L03,PRD-022,38243,52992,0.722,v2,PLN-003,APS
PLAN-20260224-L04,2026-02-24,P02,L04,PRD-037,24521,34380,0.713,v1,PLN-003,APS
PLAN-20260224-L05,2026-02-24,P03,L05,PRD-049,39335,44946,0.875,v3,PLN-012,APS
PLAN-20260224-L06,2026-02-24,P03,L06,PRD-010,72565,84438,0.859,v2,PLN-005,APS
PLAN-20260225-L01,2026-02-25,P01,L01,PRD-009,45226,58068,0.779,v2,PLN-010,APS
PLAN-20260225-L02,2026-02-25,P01,L02,PRD-001,67329,82062,0.82,v1,PLN-001,APS
PLAN-20260225-L03,2026-02-25,P02,L03,PRD-070,42441,52992,0.801,v3,PLN-007,APS
PLAN-20260225-L04,2026-02-25,P02,L04,PRD-037,26455,34380,0.769,v1,PLN-005,APS
PLAN-20260225-L05,2026-02-25,P03,L05,PRD-008,36823,44946,0.819,v1,PLN-010,APS
PLAN-20260225-L06,2026-02-25,P03,L06,PRD-066,76761,84438,0.909,v1,PLN-009,APS
PLAN-20260226-L01,2026-02-26,P01,L01,PRD-066,49231,58068,0.848,v2,PLN-001,APS
PLAN-20260226-L02,2026-02-26,P01,L02,PRD-061,68635,82062,0.836,v3,PLN-001,APS
PLAN-20260226-L03,2026-02-26,P02,L03,PRD-015,43295,52992,0.817,v3,PLN-004,APS
PLAN-20260226-L04,2026-02-26,P02,L04,PRD-023,27733,34380,0.807,v3,PLN-012,APS
PLAN-20260226-L05,2026-02-26,P03,L05,PRD-033,35533,44946,0.791,v1,PLN-008,APS
PLAN-20260226-L06,2026-02-26,P03,L06,PRD-024,59418,84438,0.704,v3,PLN-010,APS
PLAN-20260227-L01,2026-02-27,P01,L01,PRD-029,42243,58068,0.727,v1,PLN-010,APS
PLAN-20260227-L02,2026-02-27,P01,L02,PRD-060,72782,82062,0.887,v1,PLN-012,APS
PLAN-20260227-L03,2026-02-27,P02,L03,PRD-023,42317,52992,0.799,v2,PLN-003,APS
PLAN-20260227-L04,2026-02-27,P02,L04,PRD-077,31705,34380,0.922,v1,PLN-008,APS
PLAN-20260227-L05,2026-02-27,P03,L05,PRD-013,41654,44946,0.927,v1,PLN-012,APS
PLAN-20260227-L06,2026-02-27,P03,L06,PRD-067,67801,84438,0.803,v2,PLN-004,APS
PLAN-20260228-L01,2026-02-28,P01,L01,PRD-029,36167,58068,0.623,v1,PLN-005,APS
PLAN-20260228-L02,2026-02-28,P01,L02,PRD-022,57721,82062,0.703,v3,PLN-002,APS
PLAN-20260228-L03,2026-02-28,P02,L03,PRD-071,34426,52992,0.65,v1,PLN-002,APS
PLAN-20260228-L04,2026-02-28,P02,L04,PRD-036,23999,34380,0.698,v1,PLN-001,APS
PLAN-20260228-L05,2026-02-28,P03,L05,PRD-022,24443,44946,0.544,v2,PLN-004,APS
PLAN-20260228-L06,2026-02-28,P03,L06,PRD-024,45994,84438,0.545,v3,PLN-003,APS
PLAN-20260301-L01,2026-03-01,P01,L01,PRD-020,34590,58068,0.596,v2,PLN-006,APS
PLAN-20260301-L02,2026-03-01,P01,L02,PRD-062,49230,82062,0.6,v2,PLN-003,APS
PLAN-20260301-L03,2026-03-01,P02,L03,PRD-073,29679,52992,0.56,v3,PLN-008,APS
PLAN-20260301-L04,2026-03-01,P02,L04,PRD-066,20987,34380,0.61,v1,PLN-001,APS
PLAN-20260301-L05,2026-03-01,P03,L05,PRD-012,30261,44946,0.673,v3,PLN-011,APS
PLAN-20260301-L06,2026-03-01,P03,L06,PRD-037,45152,84438,0.535,v3,PLN-009,APS
PLAN-20260302-L01,2026-03-02,P01,L01,PRD-079,41921,58068,0.722,v2,PLN-012,APS
PLAN-20260302-L02,2026-03-02,P01,L02,PRD-036,64019,82062,0.78,v1,PLN-006,APS
PLAN-20260302-L03,2026-03-02,P02,L03,PRD-027,47502,52992,0.896,v1,PLN-001,APS
PLAN-20260302-L04,2026-03-02,P02,L04,PRD-051,30853,34380,0.897,v2,PLN-001,APS
PLAN-20260302-L05,2026-03-02,P03,L05,PRD-009,38222,44946,0.85,v1,PLN-010,APS
PLAN-20260302-L06,2026-03-02,P03,L06,PRD-067,73731,84438,0.873,v1,PLN-010,APS
PLAN-20260303-L01,2026-03-03,P01,L01,PRD-016,43748,58068,0.753,v3,PLN-002,APS
PLAN-20260303-L02,2026-03-03,P01,L02,PRD-039,67447,82062,0.822,v3,PLN-011,APS
PLAN-20260303-L03,2026-03-03,P02,L03,PRD-069,38067,52992,0.718,v3,PLN-003,APS
PLAN-20260303-L04,2026-03-03,P02,L04,PRD-002,30422,34380,0.885,v3,PLN-008,APS
PLAN-20260303-L05,2026-03-03,P03,L05,PRD-054,37813,44946,0.841,v2,PLN-007,APS
PLAN-20260303-L06,2026-03-03,P03,L06,PRD-045,77112,84438,0.913,v2,PLN-008,APS
PLAN-20260304-L01,2026-03-04,P01,L01,PRD-023,48181,58068,0.83,v2,PLN-003,APS
PLAN-20260304-L02,2026-03-04,P01,L02,PRD-005,59542,82062,0.726,v2,PLN-011,APS
PLAN-20260304-L03,2026-03-04,P02,L03,PRD-024,48292,52992,0.911,v3,PLN-002,APS
PLAN-20260304-L04,2026-03-04,P02,L04,PRD-006,30474,34380,0.886,v1,PLN-001,APS
PLAN-20260304-L05,2026-03-04,P03,L05,PRD-063,39952,44946,0.889,v3,PLN-011,APS
PLAN-20260304-L06,2026-03-04,P03,L06,PRD-022,74351,84438,0.881,v3,PLN-008,APS
PLAN-20260305-L01,2026-03-05,P01,L01,PRD-064,46495,58068,0.801,v2,PLN-001,APS
PLAN-20260305-L02,2026-03-05,P01,L02,PRD-060,70292,82062,0.857,v2,PLN-010,APS
PLAN-20260305-L03,2026-03-05,P02,L03,PRD-003,48455,52992,0.914,v1,PLN-010,APS
PLAN-20260305-L04,2026-03-05,P02,L04,PRD-003,23351,34380,0.679,v1,PLN-012,APS
PLAN-20260305-L05,2026-03-05,P03,L05,PRD-010,37804,44946,0.841,v1,PLN-001,APS
PLAN-20260305-L06,2026-03-05,P03,L06,PRD-080,62812,84438,0.744,v3,PLN-003,APS
PLAN-20260306-L01,2026-03-06,P01,L01,PRD-007,49879,58068,0.859,v2,PLN-002,APS
PLAN-20260306-L02,2026-03-06,P01,L02,PRD-029,62635,82062,0.763,v1,PLN-011,APS
PLAN-20260306-L03,2026-03-06,P02,L03,PRD-002,41163,52992,0.777,v2,PLN-011,APS
PLAN-20260306-L04,2026-03-06,P02,L04,PRD-051,25105,34380,0.73,v3,PLN-009,APS
PLAN-20260306-L05,2026-03-06,P03,L05,PRD-013,35201,44946,0.783,v2,PLN-010,APS
PLAN-20260306-L06,2026-03-06,P03,L06,PRD-062,58658,84438,0.695,v2,PLN-008,APS
PLAN-20260307-L01,2026-03-07,P01,L01,PRD-001,31271,58068,0.539,v3,PLN-005,APS
