table_name,business_key,issue_type,severity,description
machine_state_event,EVT-00006683,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00006693,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-001857,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-001876,missing_operator_id,low,Operator login missing from MES run record.
work_order,WO-000939,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00006885,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00006889,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-001892,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-001895,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00006937,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00006999,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007023,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007027,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007039,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007053,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007065,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007093,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007105,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007139,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007155,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007213,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-001984,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007244,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007270,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002014,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007353,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007395,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007431,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002042,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-002045,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007507,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002063,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007537,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007560,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002081,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007613,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001050,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00007669,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002112,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007697,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007701,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007709,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002123,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007727,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007773,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007776,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007789,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007807,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007831,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002156,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007845,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007859,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007871,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007879,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007902,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007923,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002186,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00007953,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007977,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00007999,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008031,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008041,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008047,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008063,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008085,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002228,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00008105,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008109,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008117,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008136,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008167,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008171,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002252,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00008203,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001129,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00008223,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008241,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008273,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008283,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008305,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008309,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008313,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008335,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002298,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00008379,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008393,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-001159,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00008491,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008524,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008546,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00008553,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-002351,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-002370,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00008669,missing_reason_code,medium,Downtime reason code missing from SCADA event.
