case_id,run_id,operator_fairness_group,true_high_defect_risk,model_score_unmitigated,model_score_mitigated,prediction_threshold,human_review_required
FAIR-000361,RUN-003754,G3_junior,0,0.5515,0.4315,0.5,0
FAIR-000362,RUN-003235,G3_junior,1,0.9649,0.8449,0.5,1
FAIR-000363,RUN-008009,G3_junior,0,0.3236,0.2036,0.5,0
FAIR-000364,RUN-008724,G1_senior,0,0.1095,0.1495,0.5,0
FAIR-000365,RUN-002105,G3_junior,1,0.6224,0.5024,0.5,0
FAIR-000366,RUN-004804,G3_junior,0,0.3755,0.2555,0.5,0
FAIR-000367,RUN-005339,G3_junior,0,0.5153,0.3953,0.5,0
FAIR-000368,RUN-009152,G1_senior,0,0.1453,0.1853,0.5,0
FAIR-000369,RUN-002896,G1_senior,1,0.7027,0.7427,0.5,1
FAIR-000370,RUN-004807,G1_senior,0,0.0686,0.1086,0.5,0
FAIR-000371,RUN-009938,G3_junior,1,0.91,0.79,0.5,1
FAIR-000372,RUN-005783,G3_junior,1,0.6432,0.5232,0.5,0
FAIR-000373,RUN-007219,G3_junior,1,0.6721,0.5521,0.5,1
FAIR-000374,RUN-008494,G3_junior,0,0.5438,0.4238,0.5,0
FAIR-000375,RUN-009898,G3_junior,1,0.7086,0.5886,0.5,1
FAIR-000376,RUN-001925,G2_mid,1,0.7839,0.7839,0.5,1
FAIR-000377,RUN-007917,G3_junior,1,0.7075,0.5875,0.5,1
FAIR-000378,RUN-009281,G3_junior,0,0.4161,0.2961,0.5,0
FAIR-000379,RUN-001727,G3_junior,0,0.2926,0.1726,0.5,0
FAIR-000380,RUN-010027,G3_junior,0,0.3428,0.2228,0.5,0
FAIR-000381,RUN-004209,G3_junior,0,0.12,0,0.5,0
FAIR-000382,RUN-009442,G3_junior,0,0.2343,0.1143,0.5,0
FAIR-000383,RUN-000923,G3_junior,1,0.5327,0.4127,0.5,0
FAIR-000384,RUN-003096,G3_junior,0,0.3503,0.2303,0.5,0
FAIR-000385,RUN-011299,G3_junior,0,0.4746,0.3546,0.5,0
FAIR-000386,RUN-008949,G3_junior,0,0.3346,0.2146,0.5,0
FAIR-000387,RUN-002569,G3_junior,1,0.8603,0.7403,0.5,1
FAIR-000388,RUN-002127,G3_junior,1,0.8391,0.7191,0.5,1
FAIR-000389,RUN-005779,G3_junior,0,0.3192,0.1992,0.5,0
FAIR-000390,RUN-005773,G0_unknown,0,0.2619,0.2619,0.5,0
FAIR-000391,RUN-009391,G1_senior,0,0.5056,0.5456,0.5,0
FAIR-000392,RUN-000740,G3_junior,0,0.12,0,0.5,0
FAIR-000393,RUN-008832,G3_junior,0,0.4272,0.3072,0.5,0
FAIR-000394,RUN-004653,G3_junior,0,0.2074,0.0874,0.5,0
FAIR-000395,RUN-006775,G3_junior,1,0.9228,0.8028,0.5,1
FAIR-000396,RUN-005480,G1_senior,0,0.2929,0.3329,0.5,0
FAIR-000397,RUN-002099,G3_junior,0,0.3729,0.2529,0.5,0
FAIR-000398,RUN-005031,G1_senior,1,0.6226,0.6626,0.5,0
FAIR-000399,RUN-011124,G3_junior,0,0.3465,0.2265,0.5,0
FAIR-000400,RUN-000133,G1_senior,1,0.6915,0.7315,0.5,1
FAIR-000401,RUN-003903,G2_mid,0,0.1083,0.1083,0.5,0
FAIR-000402,RUN-008924,G2_mid,1,0.6693,0.6693,0.5,1
FAIR-000403,RUN-003631,G1_senior,0,0,0,0.5,0
FAIR-000404,RUN-000526,G3_junior,0,0.3668,0.2468,0.5,0
FAIR-000405,RUN-001453,G1_senior,0,0.0087,0.0487,0.5,0
FAIR-000406,RUN-002071,G2_mid,0,0.226,0.226,0.5,0
FAIR-000407,RUN-004823,G3_junior,0,0.3522,0.2322,0.5,0
FAIR-000408,RUN-003972,G3_junior,1,0.9169,0.7969,0.5,1
FAIR-000409,RUN-006221,G3_junior,0,0.12,0,0.5,0
FAIR-000410,RUN-011188,G3_junior,0,0.2594,0.1394,0.5,0
FAIR-000411,RUN-007934,G3_junior,1,0.7523,0.6323,0.5,1
FAIR-000412,RUN-007581,G3_junior,0,0.1922,0.0722,0.5,0
FAIR-000413,RUN-002369,G2_mid,0,0.4408,0.4408,0.5,0
FAIR-000414,RUN-010927,G3_junior,1,0.7804,0.6604,0.5,1
FAIR-000415,RUN-004268,G3_junior,0,0.2066,0.0866,0.5,0
FAIR-000416,RUN-006092,G3_junior,0,0.3642,0.2442,0.5,0
FAIR-000417,RUN-004219,G3_junior,1,0.9515,0.8315,0.5,1
FAIR-000418,RUN-005632,G3_junior,1,0.8682,0.7482,0.5,1
FAIR-000419,RUN-004348,G3_junior,1,0.9518,0.8318,0.5,1
FAIR-000420,RUN-008084,G3_junior,1,0.7886,0.6686,0.5,1
FAIR-000421,RUN-007584,G3_junior,1,0.9106,0.7906,0.5,1
FAIR-000422,RUN-006038,G1_senior,0,0.1387,0.1787,0.5,0
FAIR-000423,RUN-000486,G2_mid,0,0.1294,0.1294,0.5,0
FAIR-000424,RUN-002181,G3_junior,1,0.9298,0.8098,0.5,1
FAIR-000425,RUN-005895,G0_unknown,1,0.6119,0.6119,0.5,0
FAIR-000426,RUN-009485,G3_junior,0,0.5262,0.4062,0.5,0
FAIR-000427,RUN-002550,G1_senior,1,0.439,0.479,0.5,0
FAIR-000428,RUN-003366,G3_junior,1,0.8952,0.7752,0.5,1
FAIR-000429,RUN-000888,G3_junior,0,0.1673,0.0473,0.5,0
FAIR-000430,RUN-007822,G3_junior,1,0.7796,0.6596,0.5,1
FAIR-000431,RUN-002626,G3_junior,1,0.969,0.849,0.5,1
FAIR-000432,RUN-003466,G3_junior,0,0.3144,0.1944,0.5,0
FAIR-000433,RUN-007977,G1_senior,1,0.6437,0.6837,0.5,0
FAIR-000434,RUN-003525,G3_junior,0,0.1813,0.0613,0.5,0
FAIR-000435,RUN-010780,G3_junior,0,0.1731,0.0531,0.5,0
FAIR-000436,RUN-005972,G2_mid,0,0.173,0.173,0.5,0
FAIR-000437,RUN-001210,G2_mid,0,0.3217,0.3217,0.5,0
FAIR-000438,RUN-000409,G2_mid,0,0.1946,0.1946,0.5,0
FAIR-000439,RUN-000074,G3_junior,1,0.5327,0.4127,0.5,0
FAIR-000440,RUN-003265,G3_junior,1,0.75,0.63,0.5,1
FAIR-000441,RUN-004201,G3_junior,1,0.7332,0.6132,0.5,1
FAIR-000442,RUN-002087,G1_senior,1,0.5038,0.5438,0.5,0
FAIR-000443,RUN-001439,G1_senior,0,0.0427,0.0827,0.5,0
FAIR-000444,RUN-003212,G3_junior,0,0.1609,0.0409,0.5,0
FAIR-000445,RUN-010884,G3_junior,0,0.5098,0.3898,0.5,0
FAIR-000446,RUN-000038,G2_mid,1,0.9789,0.9789,0.5,1
FAIR-000447,RUN-000511,G3_junior,0,0.1305,0.0105,0.5,0
FAIR-000448,RUN-000048,G3_junior,1,0.9047,0.7847,0.5,1
FAIR-000449,RUN-002772,G3_junior,0,0.3578,0.2378,0.5,0
FAIR-000450,RUN-005072,G3_junior,1,0.9298,0.8098,0.5,1
FAIR-000451,RUN-005025,G3_junior,1,0.7811,0.6611,0.5,1
FAIR-000452,RUN-000685,G2_mid,0,0.1377,0.1377,0.5,0
FAIR-000453,RUN-003207,G2_mid,0,0.1101,0.1101,0.5,0
FAIR-000454,RUN-007610,G3_junior,0,0.3258,0.2058,0.5,0
FAIR-000455,RUN-007477,G1_senior,0,0.1285,0.1685,0.5,0
FAIR-000456,RUN-001510,G3_junior,1,0.81,0.69,0.5,1
FAIR-000457,RUN-009795,G3_junior,0,0.3573,0.2373,0.5,0
FAIR-000458,RUN-010756,G3_junior,1,1,0.9371,0.5,1
FAIR-000459,RUN-002595,G2_mid,0,0.0152,0.0152,0.5,0
FAIR-000460,RUN-006994,G3_junior,0,0.2937,0.1737,0.5,0
FAIR-000461,RUN-005527,G3_junior,0,0.4776,0.3576,0.5,0
FAIR-000462,RUN-006765,G1_senior,0,0.0657,0.1057,0.5,0
FAIR-000463,RUN-003034,G3_junior,1,0.8055,0.6855,0.5,1
FAIR-000464,RUN-005565,G2_mid,1,0.6625,0.6625,0.5,1
FAIR-000465,RUN-004780,G3_junior,0,0.3412,0.2212,0.5,0
FAIR-000466,RUN-010287,G3_junior,1,1,0.8864,0.5,1
FAIR-000467,RUN-004202,G2_mid,0,0.3976,0.3976,0.5,0
FAIR-000468,RUN-006780,G2_mid,0,0.2996,0.2996,0.5,0
FAIR-000469,RUN-008012,G3_junior,1,0.809,0.689,0.5,1
FAIR-000470,RUN-004989,G1_senior,0,0.0243,0.0643,0.5,0
FAIR-000471,RUN-003458,G3_junior,1,0.7531,0.6331,0.5,1
FAIR-000472,RUN-001721,G2_mid,1,0.4942,0.4942,0.5,0
FAIR-000473,RUN-007819,G3_junior,1,0.8599,0.7399,0.5,1
FAIR-000474,RUN-008423,G3_junior,0,0.12,0,0.5,0
FAIR-000475,RUN-002927,G3_junior,0,0.5485,0.4285,0.5,0
FAIR-000476,RUN-006990,G3_junior,0,0.3381,0.2181,0.5,0
FAIR-000477,RUN-001495,G3_junior,1,0.6827,0.5627,0.5,1
FAIR-000478,RUN-001926,G2_mid,1,0.6914,0.6914,0.5,1
FAIR-000479,RUN-007055,G3_junior,0,0.3877,0.2677,0.5,0
FAIR-000480,RUN-010374,G1_senior,0,0,0.0315,0.5,0
FAIR-000481,RUN-007786,G2_mid,0,0.2347,0.2347,0.5,0
FAIR-000482,RUN-010916,G3_junior,0,0.1859,0.0659,0.5,0
FAIR-000483,RUN-010203,G3_junior,0,0.2799,0.1599,0.5,0
FAIR-000484,RUN-011289,G2_mid,0,0.2576,0.2576,0.5,0
FAIR-000485,RUN-000710,G3_junior,0,0.2592,0.1392,0.5,0
FAIR-000486,RUN-006140,G1_senior,0,0.0889,0.1289,0.5,0
FAIR-000487,RUN-005284,G1_senior,0,0.3455,0.3855,0.5,0
FAIR-000488,RUN-007498,G2_mid,1,0.5459,0.5459,0.5,0
FAIR-000489,RUN-004782,G1_senior,0,0.0297,0.0697,0.5,0
FAIR-000490,RUN-003590,G2_mid,0,0.0598,0.0598,0.5,0
FAIR-000491,RUN-001001,G2_mid,1,0.4411,0.4411,0.5,0
FAIR-000492,RUN-006440,G3_junior,0,0.3311,0.2111,0.5,0
FAIR-000493,RUN-008545,G2_mid,1,0.4209,0.4209,0.5,0
FAIR-000494,RUN-010124,G3_junior,0,0.3989,0.2789,0.5,0
FAIR-000495,RUN-001977,G2_mid,0,0.0924,0.0924,0.5,0
FAIR-000496,RUN-004738,G1_senior,0,0.2019,0.2419,0.5,0
FAIR-000497,RUN-010039,G1_senior,0,0.0799,0.1199,0.5,0
FAIR-000498,RUN-007249,G3_junior,1,0.6224,0.5024,0.5,0
FAIR-000499,RUN-005057,G3_junior,1,0.8184,0.6984,0.5,1
FAIR-000500,RUN-005992,G3_junior,0,0.227,0.107,0.5,0
FAIR-000501,RUN-007354,G1_senior,1,0.4922,0.5322,0.5,0
FAIR-000502,RUN-004849,G2_mid,0,0.3159,0.3159,0.5,0
FAIR-000503,RUN-005049,G3_junior,1,0.5244,0.4044,0.5,0
FAIR-000504,RUN-000560,G1_senior,0,0,0,0.5,0
FAIR-000505,RUN-010564,G3_junior,0,0.4705,0.3505,0.5,0
FAIR-000506,RUN-004610,G3_junior,1,0.728,0.608,0.5,1
FAIR-000507,RUN-008418,G2_mid,0,0.2477,0.2477,0.5,0
FAIR-000508,RUN-005184,G3_junior,1,0.6296,0.5096,0.5,0
FAIR-000509,RUN-005888,G3_junior,0,0.3704,0.2504,0.5,0
FAIR-000510,RUN-010746,G1_senior,0,0.107,0.147,0.5,0
FAIR-000511,RUN-007868,G3_junior,0,0.1684,0.0484,0.5,0
FAIR-000512,RUN-005406,G3_junior,0,0.1616,0.0416,0.5,0
FAIR-000513,RUN-005366,G3_junior,1,0.6519,0.5319,0.5,1
FAIR-000514,RUN-009451,G3_junior,1,0.8506,0.7306,0.5,1
FAIR-000515,RUN-007357,G2_mid,1,0.777,0.777,0.5,1
FAIR-000516,RUN-008017,G3_junior,0,0.3934,0.2734,0.5,0
FAIR-000517,RUN-003286,G3_junior,0,0.12,0,0.5,0
FAIR-000518,RUN-006244,G3_junior,1,0.8167,0.6967,0.5,1
FAIR-000519,RUN-002980,G3_junior,0,0.3986,0.2786,0.5,0
FAIR-000520,RUN-009740,G3_junior,0,0.12,0,0.5,0
FAIR-000521,RUN-005701,G2_mid,0,0.1441,0.1441,0.5,0
FAIR-000522,RUN-005671,G0_unknown,0,0.108,0.108,0.5,0
FAIR-000523,RUN-006703,G3_junior,0,0.4343,0.3143,0.5,0
FAIR-000524,RUN-006786,G2_mid,1,0.5282,0.5282,0.5,0
FAIR-000525,RUN-005741,G3_junior,0,0.3367,0.2167,0.5,0
FAIR-000526,RUN-007831,G3_junior,0,0.634,0.514,0.5,0
FAIR-000527,RUN-007226,G3_junior,1,0.6823,0.5623,0.5,1
FAIR-000528,RUN-000421,G1_senior,0,0.1647,0.2047,0.5,0
FAIR-000529,RUN-003897,G2_mid,0,0.2934,0.2934,0.5,0
FAIR-000530,RUN-005677,G2_mid,0,0.4341,0.4341,0.5,0
FAIR-000531,RUN-009228,G3_junior,0,0.12,0,0.5,0
FAIR-000532,RUN-009387,G3_junior,0,0.3041,0.1841,0.5,0
FAIR-000533,RUN-008482,G2_mid,1,0.7352,0.7352,0.5,1
FAIR-000534,RUN-005506,G1_senior,1,0.5981,0.6381,0.5,0
FAIR-000535,RUN-006609,G3_junior,0,0.3241,0.2041,0.5,0
FAIR-000536,RUN-003376,G3_junior,0,0.3322,0.2122,0.5,0
FAIR-000537,RUN-005674,G3_junior,0,0.4663,0.3463,0.5,0
FAIR-000538,RUN-010162,G3_junior,1,0.8969,0.7769,0.5,1
FAIR-000539,RUN-001451,G3_junior,0,0.3089,0.1889,0.5,0
FAIR-000540,RUN-007554,G3_junior,1,0.9997,0.8797,0.5,1
FAIR-000541,RUN-003818,G3_junior,1,0.5288,0.4088,0.5,0
FAIR-000542,RUN-004497,G3_junior,0,0.2225,0.1025,0.5,0
FAIR-000543,RUN-011355,G2_mid,0,0.4162,0.4162,0.5,0
FAIR-000544,RUN-003727,G3_junior,1,0.5678,0.4478,0.5,0
FAIR-000545,RUN-007944,G3_junior,0,0.3042,0.1842,0.5,0
FAIR-000546,RUN-009989,G1_senior,1,0.3447,0.3847,0.5,0
FAIR-000547,RUN-010145,G2_mid,0,0.3414,0.3414,0.5,0
FAIR-000548,RUN-008263,G3_junior,0,0.4044,0.2844,0.5,0
FAIR-000549,RUN-001613,G2_mid,0,0.3503,0.3503,0.5,0
FAIR-000550,RUN-006188,G3_junior,1,0.798,0.678,0.5,1
FAIR-000551,RUN-000542,G3_junior,1,0.4603,0.3403,0.5,0
FAIR-000552,RUN-001123,G3_junior,0,0.2226,0.1026,0.5,0
FAIR-000553,RUN-006093,G0_unknown,1,0.841,0.841,0.5,1
FAIR-000554,RUN-007150,G3_junior,1,1,0.9212,0.5,1
FAIR-000555,RUN-008486,G2_mid,1,0.5872,0.5872,0.5,0
FAIR-000556,RUN-011267,G2_mid,0,0.2662,0.2662,0.5,0
FAIR-000557,RUN-002069,G3_junior,0,0.3735,0.2535,0.5,0
FAIR-000558,RUN-007714,G3_junior,1,0.6235,0.5035,0.5,0
FAIR-000559,RUN-010880,G3_junior,1,0.9513,0.8313,0.5,1
FAIR-000560,RUN-006726,G3_junior,0,0.5877,0.4677,0.5,0
FAIR-000561,RUN-007321,G2_mid,0,0.1633,0.1633,0.5,0
FAIR-000562,RUN-011152,G3_junior,1,0.6499,0.5299,0.5,0
FAIR-000563,RUN-000304,G3_junior,0,0.1886,0.0686,0.5,0
FAIR-000564,RUN-011304,G3_junior,0,0.5487,0.4287,0.5,0
FAIR-000565,RUN-010959,G2_mid,1,0.5942,0.5942,0.5,0
FAIR-000566,RUN-006222,G2_mid,0,0.4842,0.4842,0.5,0
FAIR-000567,RUN-003305,G3_junior,0,0.1467,0.0267,0.5,0
FAIR-000568,RUN-006662,G3_junior,1,0.8291,0.7091,0.5,1
FAIR-000569,RUN-000235,G3_junior,1,0.9506,0.8306,0.5,1
FAIR-000570,RUN-003175,G3_junior,0,0.3841,0.2641,0.5,0
FAIR-000571,RUN-010146,G3_junior,0,0.436,0.316,0.5,0
FAIR-000572,RUN-007483,G3_junior,0,0.4043,0.2843,0.5,0
FAIR-000573,RUN-003725,G3_junior,0,0.4389,0.3189,0.5,0
FAIR-000574,RUN-005314,G3_junior,0,0.1556,0.0356,0.5,0
FAIR-000575,RUN-001992,G1_senior,0,0.0309,0.0709,0.5,0
FAIR-000576,RUN-001502,G3_junior,0,0.4319,0.3119,0.5,0
FAIR-000577,RUN-010733,G2_mid,0,0.2267,0.2267,0.5,0
FAIR-000578,RUN-007133,G3_junior,1,0.4516,0.3316,0.5,0
FAIR-000579,RUN-008047,G2_mid,0,0.1478,0.1478,0.5,0
FAIR-000580,RUN-005642,G3_junior,0,0.2787,0.1587,0.5,0
FAIR-000581,RUN-008013,G1_senior,0,0,0.0173,0.5,0
FAIR-000582,RUN-007718,G2_mid,0,0.2467,0.2467,0.5,0
FAIR-000583,RUN-002490,G2_mid,0,0.2086,0.2086,0.5,0
FAIR-000584,RUN-003844,G3_junior,0,0.3782,0.2582,0.5,0
FAIR-000585,RUN-003196,G3_junior,0,0.2767,0.1567,0.5,0
FAIR-000586,RUN-003029,G1_senior,0,0.0927,0.1327,0.5,0
FAIR-000587,RUN-009248,G2_mid,1,0.5911,0.5911,0.5,0
FAIR-000588,RUN-003665,G2_mid,1,0.7333,0.7333,0.5,1
FAIR-000589,RUN-000575,G3_junior,1,0.6187,0.4987,0.5,0
FAIR-000590,RUN-002497,G2_mid,0,0,0,0.5,0
FAIR-000591,RUN-006867,G3_junior,0,0.6448,0.5248,0.5,0
FAIR-000592,RUN-011047,G2_mid,0,0.027,0.027,0.5,0
FAIR-000593,RUN-000941,G3_junior,0,0.6219,0.5019,0.5,0
FAIR-000594,RUN-008127,G2_mid,0,0.0869,0.0869,0.5,0
FAIR-000595,RUN-003807,G3_junior,0,0.3098,0.1898,0.5,0
FAIR-000596,RUN-008376,G2_mid,0,0.2393,0.2393,0.5,0
FAIR-000597,RUN-006679,G2_mid,0,0.2468,0.2468,0.5,0
FAIR-000598,RUN-010633,G1_senior,0,0,0,0.5,0
FAIR-000599,RUN-010119,G3_junior,1,0.7769,0.6569,0.5,1
FAIR-000600,RUN-005047,G2_mid,0,0,0,0.5,0
FAIR-000601,RUN-008339,G3_junior,1,0.8669,0.7469,0.5,1
FAIR-000602,RUN-004423,G0_unknown,0,0.0766,0.0766,0.5,0
FAIR-000603,RUN-002841,G3_junior,0,0.5251,0.4051,0.5,0
FAIR-000604,RUN-005905,G3_junior,0,0.5283,0.4083,0.5,0
FAIR-000605,RUN-004586,G3_junior,1,0.74,0.62,0.5,1
FAIR-000606,RUN-009402,G3_junior,0,0.2188,0.0988,0.5,0
FAIR-000607,RUN-007715,G3_junior,0,0.12,0,0.5,0
FAIR-000608,RUN-007343,G1_senior,0,0.283,0.323,0.5,0
FAIR-000609,RUN-011317,G2_mid,0,0.3472,0.3472,0.5,0
FAIR-000610,RUN-004562,G1_senior,0,0.1576,0.1976,0.5,0
FAIR-000611,RUN-004494,G3_junior,1,0.8422,0.7222,0.5,1
FAIR-000612,RUN-003787,G3_junior,0,0.245,0.125,0.5,0
FAIR-000613,RUN-009212,G2_mid,1,0.6448,0.6448,0.5,0
FAIR-000614,RUN-009625,G2_mid,0,0.0401,0.0401,0.5,0
FAIR-000615,RUN-000536,G3_junior,0,0.12,0,0.5,0
FAIR-000616,RUN-003252,G3_junior,0,0.2205,0.1005,0.5,0
FAIR-000617,RUN-002768,G3_junior,0,0.3947,0.2747,0.5,0
FAIR-000618,RUN-003308,G2_mid,0,0.263,0.263,0.5,0
FAIR-000619,RUN-007825,G3_junior,0,0.3583,0.2383,0.5,0
FAIR-000620,RUN-008896,G1_senior,0,0.0264,0.0664,0.5,0
FAIR-000621,RUN-009496,G2_mid,0,0.0814,0.0814,0.5,0
FAIR-000622,RUN-003968,G1_senior,1,0.6519,0.6919,0.5,1
FAIR-000623,RUN-008625,G1_senior,0,0.1804,0.2204,0.5,0
FAIR-000624,RUN-005373,G3_junior,1,0.8301,0.7101,0.5,1
FAIR-000625,RUN-007077,G2_mid,0,0.2502,0.2502,0.5,0
FAIR-000626,RUN-005610,G3_junior,0,0.12,0,0.5,0
FAIR-000627,RUN-001416,G3_junior,0,0.3751,0.2551,0.5,0
FAIR-000628,RUN-008702,G1_senior,1,0.7509,0.7909,0.5,1
FAIR-000629,RUN-001457,G3_junior,1,0.7581,0.6381,0.5,1
FAIR-000630,RUN-007488,G3_junior,1,0.7649,0.6449,0.5,1
FAIR-000631,RUN-001214,G3_junior,0,0.3597,0.2397,0.5,0
FAIR-000632,RUN-001751,G3_junior,0,0.199,0.079,0.5,0
FAIR-000633,RUN-007625,G1_senior,0,0.0331,0.0731,0.5,0
FAIR-000634,RUN-009055,G3_junior,1,1,0.9504,0.5,1
FAIR-000635,RUN-003387,G2_mid,0,0.3518,0.3518,0.5,0
FAIR-000636,RUN-005439,G3_junior,1,0.5933,0.4733,0.5,0
FAIR-000637,RUN-001037,G3_junior,1,0.4938,0.3738,0.5,0
FAIR-000638,RUN-002121,G1_senior,1,0.5093,0.5493,0.5,0
FAIR-000639,RUN-010387,G3_junior,1,0.8855,0.7655,0.5,1
FAIR-000640,RUN-005644,G0_unknown,1,0.5479,0.5479,0.5,0
FAIR-000641,RUN-011205,G3_junior,0,0.2857,0.1657,0.5,0
FAIR-000642,RUN-000533,G3_junior,0,0.4485,0.3285,0.5,0
FAIR-000643,RUN-007916,G3_junior,0,0.1601,0.0401,0.5,0
FAIR-000644,RUN-009148,G1_senior,0,0,0.0185,0.5,0
FAIR-000645,RUN-004300,G2_mid,0,0.0435,0.0435,0.5,0
FAIR-000646,RUN-006291,G3_junior,0,0.1871,0.0671,0.5,0
FAIR-000647,RUN-005901,G3_junior,1,0.8704,0.7504,0.5,1
FAIR-000648,RUN-011058,G2_mid,1,0.9491,0.9491,0.5,1
FAIR-000649,RUN-010630,G2_mid,0,0.1324,0.1324,0.5,0
FAIR-000650,RUN-002621,G1_senior,0,0.1259,0.1659,0.5,0
FAIR-000651,RUN-009326,G3_junior,0,0.3357,0.2157,0.5,0
FAIR-000652,RUN-011041,G3_junior,0,0.313,0.193,0.5,0
FAIR-000653,RUN-006596,G2_mid,1,0.8283,0.8283,0.5,1
FAIR-000654,RUN-002145,G1_senior,0,0.247,0.287,0.5,0
FAIR-000655,RUN-005228,G3_junior,0,0.3402,0.2202,0.5,0
FAIR-000656,RUN-003925,G3_junior,0,0.3113,0.1913,0.5,0
FAIR-000657,RUN-007167,G1_senior,1,0.4763,0.5163,0.5,0
FAIR-000658,RUN-008679,G2_mid,0,0.3559,0.3559,0.5,0
FAIR-000659,RUN-010952,G3_junior,0,0.39,0.27,0.5,0
FAIR-000660,RUN-005513,G2_mid,0,0.2385,0.2385,0.5,0
FAIR-000661,RUN-002929,G3_junior,1,0.8396,0.7196,0.5,1
FAIR-000662,RUN-008145,G3_junior,0,0.3886,0.2686,0.5,0
FAIR-000663,RUN-007893,G1_senior,0,0,0,0.5,0
FAIR-000664,RUN-011397,G3_junior,1,0.6844,0.5644,0.5,1
FAIR-000665,RUN-000609,G3_junior,1,0.5788,0.4588,0.5,0
FAIR-000666,RUN-004190,G2_mid,0,0.0345,0.0345,0.5,0
FAIR-000667,RUN-005235,G3_junior,1,0.8182,0.6982,0.5,1
FAIR-000668,RUN-007807,G3_junior,0,0.5317,0.4117,0.5,0
FAIR-000669,RUN-002362,G2_mid,0,0.3257,0.3257,0.5,0
FAIR-000670,RUN-009612,G2_mid,0,0.1144,0.1144,0.5,0
FAIR-000671,RUN-004511,G3_junior,0,0.2554,0.1354,0.5,0
FAIR-000672,RUN-010907,G2_mid,1,0.8276,0.8276,0.5,1
FAIR-000673,RUN-005352,G3_junior,0,0.2379,0.1179,0.5,0
FAIR-000674,RUN-005570,G1_senior,1,0.6346,0.6746,0.5,0
FAIR-000675,RUN-002180,G3_junior,0,0.6016,0.4816,0.5,0
FAIR-000676,RUN-010085,G2_mid,0,0.2675,0.2675,0.5,0
FAIR-000677,RUN-009455,G3_junior,1,0.8683,0.7483,0.5,1
FAIR-000678,RUN-005948,G3_junior,1,0.9712,0.8512,0.5,1
FAIR-000679,RUN-000557,G3_junior,0,0.3819,0.2619,0.5,0
FAIR-000680,RUN-008473,G3_junior,0,0.3956,0.2756,0.5,0
FAIR-000681,RUN-011201,G3_junior,0,0.6403,0.5203,0.5,0
FAIR-000682,RUN-000614,G1_senior,0,0.1037,0.1437,0.5,0
FAIR-000683,RUN-010954,G2_mid,0,0.2308,0.2308,0.5,0
FAIR-000684,RUN-004150,G2_mid,0,0.0254,0.0254,0.5,0
FAIR-000685,RUN-001544,G1_senior,0,0.0947,0.1347,0.5,0
FAIR-000686,RUN-000356,G3_junior,0,0.2786,0.1586,0.5,0
FAIR-000687,RUN-001966,G3_junior,1,0.8335,0.7135,0.5,1
FAIR-000688,RUN-007160,G2_mid,0,0.0575,0.0575,0.5,0
FAIR-000689,RUN-006555,G2_mid,0,0.2546,0.2546,0.5,0
FAIR-000690,RUN-004132,G3_junior,1,0.7436,0.6236,0.5,1
FAIR-000691,RUN-003927,G1_senior,0,0,0,0.5,0
FAIR-000692,RUN-002867,G3_junior,1,0.9161,0.7961,0.5,1
FAIR-000693,RUN-003158,G3_junior,0,0.6214,0.5014,0.5,0
FAIR-000694,RUN-002644,G2_mid,0,0.1823,0.1823,0.5,0
FAIR-000695,RUN-008756,G3_junior,1,0.7513,0.6313,0.5,1
FAIR-000696,RUN-010370,G2_mid,0,0.1279,0.1279,0.5,0
FAIR-000697,RUN-010962,G2_mid,0,0.3111,0.3111,0.5,0
FAIR-000698,RUN-006920,G3_junior,1,0.7576,0.6376,0.5,1
FAIR-000699,RUN-005824,G3_junior,1,0.7995,0.6795,0.5,1
FAIR-000700,RUN-005060,G1_senior,0,0.0065,0.0465,0.5,0
FAIR-000701,RUN-005997,G3_junior,0,0.235,0.115,0.5,0
FAIR-000702,RUN-003299,G3_junior,0,0.5152,0.3952,0.5,0
FAIR-000703,RUN-007244,G3_junior,0,0.4089,0.2889,0.5,0
FAIR-000704,RUN-005893,G3_junior,0,0.3188,0.1988,0.5,0
FAIR-000705,RUN-011075,G3_junior,0,0.2852,0.1652,0.5,0
FAIR-000706,RUN-006255,G2_mid,1,0.4994,0.4994,0.5,0
FAIR-000707,RUN-005308,G3_junior,1,0.5678,0.4478,0.5,0
FAIR-000708,RUN-003721,G1_senior,0,0.08,0.12,0.5,0
FAIR-000709,RUN-007341,G3_junior,0,0.3165,0.1965,0.5,0
FAIR-000710,RUN-007368,G2_mid,1,0.6375,0.6375,0.5,0
FAIR-000711,RUN-009365,G2_mid,0,0.1895,0.1895,0.5,0
FAIR-000712,RUN-007265,G2_mid,0,0.1127,0.1127,0.5,0
FAIR-000713,RUN-007620,G1_senior,0,0.1862,0.2262,0.5,0
FAIR-000714,RUN-007424,G2_mid,1,0.6545,0.6545,0.5,1
FAIR-000715,RUN-001646,G3_junior,1,0.9226,0.8026,0.5,1
FAIR-000716,RUN-004233,G2_mid,0,0.0891,0.0891,0.5,0
FAIR-000717,RUN-000585,G3_junior,1,0.7901,0.6701,0.5,1
FAIR-000718,RUN-000871,G3_junior,1,0.885,0.765,0.5,1
FAIR-000719,RUN-001946,G3_junior,1,0.9618,0.8418,0.5,1
FAIR-000720,RUN-009502,G1_senior,0,0,0,0.5,0
FAIR-000721,RUN-010106,G1_senior,0,0.1591,0.1991,0.5,0
